Statistics,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL00052441,AL00057282,AL00055186,AL00054403,AL00050715,AL00102031,AL00053377,AL00089447,AL10048599,AL10063763,AL00055594,AL00052150,AL00052086,AL20089447,AL00101215,AL00088995,AL00089048,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL00050799,AL10063410,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00047861,AL00051984,AL00052141,AL00088696,AL00069381,AL00089800,AL00109622,AL00068994,AL10109622,AL00103575,AL10056276,AL10050712,AL10050335,AL10054446,AL00089623,AL10054814,AL00049599,AL00057413,AL10074933,AL00051713,AL00054253,AL00069117,AL00054814,AL00050464,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL10101215,AL10057491,AL00055723,AL10069117,AL00051392,AL00054790,AL00051906,AL00050331,AL00052113,AL00051306,AL00052821,AL00057492
1-SPFP,0.0882352941176,0.6,0.430656934307,0.105751391466,0.127922971114,0.252401280683,0.18247566064,0.751479289941,0.136075949367,0.256787330317,0.134570765661,0.700680272109,0.00227272727273,0.477419354839,0.181818181818,0.192923336142,1.0,0.0642140468227,0.218371607516,0.25,0.482029598309,0.372972972973,0.888888888889,0.376326963907,0.553571428571,0.808873720137,0.162009314704,0.147432550044,0.226840101523,0.377335375191,0.306487695749,0.177992607336,0.610038610039,0.0536809815951,0.174636174636,0.117647058824,0.728523111612,0.0743801652893,0.768707482993,0.504151838671,0.063829787234,0.452214452214,0.273053892216,0.125641025641,0.391688770999,0.214285714286,0.209253661939,0.229403058707,0.0365774003919,0.0666666666667,0.136585365854,0.994638069705,0.452449567723,0.25,0.189147286822,0.504484304933,0.269688385269,0.2,0.545171339564,1.0,0.149929278642,0.0847457627119,0.153846153846,0.274452554745,0.381793478261,0.652130822597,0.247534516765,0.290034471952,0.184782608696,0.237195209926,0.421375215476,1.0,0.337979094077,0.223577235772,0.412964311726,0.186495176849,0.53,0.430976430976,0.376731301939,0.133623368552,0.651987110634,0.35032537961,0.0977130977131,0.250761561894,0.409090909091
1-SPFN,0.0461538461538,0.6,0.402455661664,0.120168657765,0.135964912281,0.261037527594,0.18986975398,0.679144385027,0.0957683741648,0.266208745183,0.128603104213,0.55376344086,0.00136239782016,0.321739130435,0.0704845814978,0.233435270133,1.0,0.0776699029126,0.221048182587,0.215447154472,0.441860465116,0.168292682927,0.842105263158,0.384907709012,0.56880733945,0.696035242291,0.169244135534,0.15607149438,0.230051480051,0.407272727273,0.313501144165,0.186420488386,0.546172839506,0.0366108786611,0.175732217573,0.08,0.737334550434,0.0428571428571,0.798586572438,0.504151838671,0.0167597765363,0.452214452214,0.273709483794,0.0717423133236,0.395182872435,0.0583657587549,0.225733634312,0.238461538462,0.0334528076464,0.0297619047619,0.0646651270208,0.989333333333,0.460410557185,0.00719424460432,0.204697986577,0.374376039933,0.27626233314,0.00584795321637,0.407925407925,1.0,0.13216957606,0.0239234449761,0.16646562123,0.185587364265,0.335722819594,0.653426017875,0.261458333333,0.310987903226,0.189591078067,0.241267977693,0.427516517684,1.0,0.226107226107,0.21568627451,0.450715421304,0.137115839243,0.536075522589,0.433164128596,0.38137969714,0.150139664804,0.652688172043,0.370271303019,0.0909090909091,0.275646879756,0.2
SP-Score,0.0671945701357,0.6,0.416556297985,0.112960024615,0.131943941697,0.256719404138,0.18617270731,0.715311837484,0.115922161766,0.26149803775,0.131586934937,0.627221856485,0.00181756254645,0.399579242637,0.126151381658,0.213179303137,1.0,0.0709419748677,0.219709895051,0.232723577236,0.461945031712,0.27063282795,0.865497076023,0.380617336459,0.56118938401,0.752454481214,0.165626725119,0.151752022212,0.228445790787,0.392304051232,0.309994419957,0.182206547861,0.578105724772,0.0451459301281,0.175184196105,0.0988235294118,0.732928831023,0.0586186540732,0.783647027716,0.504151838671,0.0402947818852,0.452214452214,0.273381688005,0.0986916694823,0.393435821717,0.13632573652,0.217493648125,0.233932298584,0.0350151040191,0.0482142857143,0.100625246437,0.991985701519,0.456430062454,0.128597122302,0.196922636699,0.439430172433,0.272975359204,0.102923976608,0.476548373745,1.0,0.141049427351,0.054334603844,0.160155887538,0.230019959505,0.358758148927,0.652778420236,0.254496425049,0.300511187589,0.187186843381,0.23923159381,0.42444586658,1.0,0.282043160092,0.219631755141,0.431839866515,0.161805508046,0.533037761295,0.432070279786,0.379055499539,0.141881516678,0.652337641338,0.360298341314,0.0943110943111,0.263204220825,0.304545454545
TC,0.0,0.283333333333,0.252631578947,0.0588235294118,0.0869565217391,0.105263157895,0.0458015267176,0.46875,0.0188679245283,0.0980392156863,0.0357142857143,0.33064516129,0.0,0.170731707317,0.0,0.08,1.0,0.0226628895184,0.0333333333333,0.18085106383,0.23595505618,0.0975609756098,0.763157894737,0.119266055046,0.0845070422535,0.333333333333,0.0535714285714,0.0668789808917,0.0223214285714,0.102564102564,0.0127388535032,0.0481927710843,0.151515151515,0.0,0.0360824742268,0.0,0.2,0.0,0.190476190476,0.265306122449,0.0,0.3125,0.216783216783,0.00840336134454,0.0,0.0,0.0751445086705,0.0647482014388,0.00677200902935,0.0,0.0516129032258,0.984,0.180327868852,0.0,0.075,0.190476190476,0.154411764706,0.0,0.216783216783,1.0,0.047619047619,0.0,0.106382978723,0.0,0.126436781609,0.257142857143,0.0941176470588,0.0826446280992,0.0536585365854,0.116438356164,0.0601503759398,1.0,0.0,0.123595505618,0.166666666667,0.124183006536,0.337423312883,0.26368159204,0.159420289855,0.0727272727273,0.365079365079,0.225806451613,0.0,0.0779220779221,0.0
Modeler,0.0882352941176,0.6,0.430656934307,0.105751391466,0.127922971114,0.252401280683,0.18247566064,0.751479289941,0.136075949367,0.256787330317,0.134570765661,0.700680272109,0.00227272727273,0.477419354839,0.181818181818,0.192923336142,1.0,0.0642140468227,0.218371607516,0.25,0.482029598309,0.372972972973,0.888888888889,0.376326963907,0.553571428571,0.808873720137,0.162009314704,0.147432550044,0.226840101523,0.377335375191,0.306487695749,0.177992607336,0.610038610039,0.0536809815951,0.174636174636,0.117647058824,0.728523111612,0.0743801652893,0.768707482993,0.504151838671,0.063829787234,0.452214452214,0.273053892216,0.125641025641,0.391688770999,0.214285714286,0.209253661939,0.229403058707,0.0365774003919,0.0666666666667,0.136585365854,0.994638069705,0.452449567723,0.25,0.189147286822,0.504484304933,0.269688385269,0.2,0.545171339564,1.0,0.149929278642,0.0847457627119,0.153846153846,0.274452554745,0.381793478261,0.652130822597,0.247534516765,0.290034471952,0.184782608696,0.237195209926,0.421375215476,1.0,0.337979094077,0.223577235772,0.412964311726,0.186495176849,0.53,0.430976430976,0.376731301939,0.133623368552,0.651987110634,0.35032537961,0.0977130977131,0.250761561894,0.409090909091
Compression,0.988023952096,1.0,1.06796116505,0.77245508982,0.927152317881,0.944444444444,0.881118881119,1.15625,1.43209876543,0.898148148148,1.00840336134,1.30708661417,1.55871886121,1.37777777778,1.50340136054,0.739583333333,1.0,0.814414414414,0.986754966887,1.06557377049,1.14444444444,2.34146341463,1.07894736842,0.955357142857,0.946666666667,1.33333333333,0.886842105263,0.848314606742,0.959183673469,0.888888888889,0.935135135135,0.909090909091,1.24242424242,1.24425887265,0.96682464455,1.33333333333,0.927272727273,1.54320987654,0.898148148148,1.0,2.11594202899,1.0,0.993150684932,1.808,0.987179487179,2.15730337079,0.888372093023,0.944444444444,1.15351812367,1.91447368421,1.8025477707,1.008,0.983606557377,2.40909090909,0.913385826772,1.55813953488,0.978571428571,2.30588235294,1.3724137931,1.0,1.20394736842,2.06024096386,0.849557522124,1.50406504065,1.22727272727,1.0,0.886597938144,0.859504132231,0.948837209302,0.986394557823,0.890173410405,1.0,1.56962025316,1.03333333333,0.85,1.20895522388,0.964705882353,1.0,0.988764044944,0.849056603774,1.0,0.909090909091,0.973799126638,0.771604938272,1.95652173913
Average Pairwise P-Distance,0.814298018949,0.52922705314,0.72558849887,0.866442755423,0.76663335237,0.716576829227,0.786193787616,0.402721774194,0.703348308521,0.809063244915,0.888737204087,0.516129032258,0.749552440302,0.788040385601,0.85097728965,0.847672274575,0.524376417234,0.850695955925,0.815129818058,0.792347415101,0.619511754885,0.770731707317,0.236842105263,0.737639698197,0.839825595677,0.308458383227,0.784573698352,0.698984691535,0.647427116702,0.678466734187,0.708650643938,0.809471716687,0.444285188746,0.6296426235,0.732845499985,0.743230079875,0.619349125512,0.828544212133,0.607942720467,0.732430894085,0.861909953792,0.774176562685,0.572314102178,0.467356948607,0.785150303873,0.787018255578,0.739221783702,0.860946387181,0.749079248371,0.693491285403,0.851960784314,0.0346666666667,0.886406493972,0.744036970781,0.818706564327,0.809847374847,0.801628915955,0.912852664577,0.622377622378,0.706793206793,0.744416359698,0.879336650083,0.784402974313,0.666253343173,0.589742678725,0.807710109027,0.761102969559,0.794908485751,0.657215231991,0.832150611068,0.725144030768,0.0036036036036,0.343550331525,0.690131311764,0.766103536779,0.929481607917,0.812615551788,0.697150997151,0.724044994574,0.811895826654,0.681441666037,0.821851041798,0.746465242071,0.803832859116,0.5
Maximum Pairwise P-Distance,0.976744186047,0.739130434783,0.880733944954,0.955056179775,0.839805825243,0.89,0.910256410256,0.58064516129,0.824324324324,0.942857142857,0.918918918919,0.774193548387,0.788844621514,0.864864864865,0.867647058824,0.975,0.690476190476,0.922222222222,0.934579439252,0.829545454545,0.855421686747,0.878048780488,0.302631578947,0.8625,0.983050847458,0.511111111111,0.87265917603,0.80534351145,0.755980861244,0.842105263158,0.945054945055,0.928057553957,0.833333333333,0.72641509434,0.828125,0.810344827586,0.825,0.885714285714,0.904109589041,0.884615384615,0.929824561404,0.90625,0.647887323944,0.718181818182,0.864864864865,0.882352941176,0.885496183206,0.954545454545,0.895833333333,0.801470588235,0.935714285714,0.048,0.964912280702,0.807692307692,0.893617021277,0.923076923077,0.883333333333,0.945454545455,0.678321678322,0.909090909091,0.909090909091,0.906666666667,0.884615384615,0.743119266055,0.8125,0.89552238806,0.873015873016,0.957746478873,0.737704918033,0.949579831933,0.879310344828,0.00540540540541,0.442857142857,0.855421686747,0.913043478261,0.949275362319,0.883720930233,0.732323232323,0.84126984127,0.862595419847,0.803278688525,0.954545454545,0.83908045977,0.923076923077,0.577777777778
Number of Sequences,4.0,4.0,4.0,6.0,3.0,6.0,9.0,4.0,3.0,13.0,4.0,3.0,3.0,4.0,3.0,7.0,7.0,4.0,7.0,3.0,4.0,5.0,3.0,7.0,5.0,6.0,7.0,7.0,6.0,9.0,8.0,8.0,7.0,3.0,6.0,3.0,15.0,3.0,7.0,7.0,3.0,6.0,4.0,4.0,6.0,3.0,8.0,11.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,6.0,6.0,3.0,3.0,14.0,4.0,3.0,5.0,3.0,5.0,6.0,6.0,13.0,5.0,11.0,10.0,3.0,4.0,3.0,11.0,3.0,5.0,3.0,8.0,5.0,6.0,9.0,4.0,12.0,4.0
Reference Length,167.0,60.0,206.0,167.0,302.0,162.0,143.0,32.0,162.0,108.0,119.0,127.0,281.0,45.0,147.0,96.0,84.0,555.0,151.0,122.0,90.0,41.0,76.0,112.0,75.0,48.0,380.0,356.0,245.0,117.0,185.0,176.0,99.0,479.0,211.0,75.0,55.0,81.0,108.0,104.0,69.0,45.0,146.0,125.0,78.0,89.0,215.0,144.0,469.0,152.0,157.0,125.0,61.0,66.0,127.0,43.0,140.0,85.0,145.0,22.0,152.0,83.0,113.0,369.0,88.0,70.0,97.0,121.0,215.0,147.0,173.0,185.0,79.0,180.0,40.0,201.0,170.0,205.0,89.0,265.0,64.0,99.0,229.0,162.0,46.0
