Statistics,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL00052441,AL00057282,AL00055186,AL00054403,AL00050715,AL00102031,AL00053377,AL00089447,AL10048599,AL10063763,AL00055594,AL00052150,AL00052086,AL20089447,AL00101215,AL00088995,AL00089048,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL00050799,AL10063410,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00047861,AL00051984,AL00052141,AL00088696,AL00069381,AL00089800,AL00109622,AL00068994,AL10109622,AL00103575,AL10056276,AL10050712,AL10050335,AL10054446,AL00089623,AL10054814,AL00049599,AL00057413,AL10074933,AL00051713,AL00054253,AL00069117,AL00054814,AL00050464,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL10101215,AL10057491,AL00055723,AL10069117,AL00051392,AL00054790,AL00051906,AL00050331,AL00052113,AL00051306,AL00052821,AL00057492
1-SPFP,0.461240310078,0.944827586207,0.628767123288,0.281832298137,0.525280898876,0.675448430493,0.713180515759,1.0,0.837155963303,0.599617191578,0.299539170507,0.664772727273,0.837016574586,0.597087378641,0.6,0.351659751037,1.0,0.211055276382,0.435294117647,0.516260162602,0.905325443787,1.0,1.0,0.804195804196,0.727952167414,0.973607038123,0.681834403997,0.829735764793,0.902595322012,0.925563173359,0.682982791587,0.458675263775,0.869866666667,0.938284518828,0.927152317881,0.886363636364,0.94277245782,0.665071770335,0.789473684211,0.749404761905,0.681818181818,0.658536585366,0.989195678271,0.889855072464,0.965209634255,0.722448979592,0.53805701633,0.458494742667,0.568775391759,0.87004950495,0.544811320755,1.0,0.672025723473,0.443609022556,0.370994940978,0.782608695652,0.758560650029,0.118518518519,0.990675990676,1.0,0.685828877005,0.711229946524,0.7412755716,0.896245059289,0.956989247312,0.654166666667,0.483967935872,0.601202749141,0.883957219251,0.549391871848,0.855566502463,1.0,0.990675990676,0.871485943775,0.655287260616,0.198473282443,0.654736842105,0.810763888889,0.868186874305,0.407556270096,0.931182795699,0.667318982387,0.774066797642,0.614381067961,0.977777777778
1-SPFN,0.457692307692,0.944827586207,0.62619372442,0.255094869993,0.546783625731,0.665011037528,0.720405209841,1.0,0.812917594655,0.577316133356,0.288248337029,0.629032258065,0.825613079019,0.534782608696,0.621145374449,0.345565749235,1.0,0.23786407767,0.422231614539,0.516260162602,0.889534883721,1.0,1.0,0.811617806732,0.744648318043,0.97503671072,0.663944396177,0.821632577851,0.906370656371,0.937190082645,0.68115942029,0.466051220965,0.805432098765,0.938284518828,0.927475592748,0.891428571429,0.943633044272,0.661904761905,0.795053003534,0.746737841044,0.670391061453,0.629370629371,0.989195678271,0.89897510981,0.965209634255,0.688715953307,0.487584650113,0.424871794872,0.585424133811,0.836904761905,0.533487297921,1.0,0.612903225806,0.424460431655,0.369127516779,0.778702163062,0.758560650029,0.093567251462,0.990675990676,1.0,0.639650872818,0.636363636364,0.743063932449,0.895360315893,0.956989247312,0.623634558093,0.503125,0.587869623656,0.87785448752,0.543586733196,0.843762145356,1.0,0.990675990676,0.850980392157,0.62559618442,0.184397163121,0.629130141605,0.790186125212,0.875490745934,0.35405027933,0.931182795699,0.651509361865,0.762088974855,0.616438356164,0.977777777778
SP-Score,0.459466308885,0.944827586207,0.627480423854,0.268463584065,0.536032262304,0.67022973401,0.7167928628,1.0,0.825036778979,0.588466662467,0.293893753768,0.646902492669,0.831314826802,0.565934993668,0.610572687225,0.348612750136,1.0,0.224459677026,0.428762866093,0.516260162602,0.897430163754,1.0,1.0,0.807906805464,0.736300242728,0.974321874421,0.672889400087,0.825684171322,0.904482989191,0.931376628002,0.682071105938,0.46236324237,0.837649382716,0.938284518828,0.927313955314,0.888896103896,0.943202751046,0.66348826612,0.792263343872,0.748071301474,0.676104621635,0.643953607368,0.989195678271,0.894415091137,0.965209634255,0.70558246645,0.512820833221,0.44168326877,0.577099762785,0.853477133428,0.539149309338,1.0,0.64246447464,0.434034727106,0.370061228878,0.780655429357,0.758560650029,0.10604288499,0.990675990676,1.0,0.662739874912,0.673796791444,0.742169752025,0.895802687591,0.956989247312,0.63890061238,0.493546467936,0.594536186398,0.880905853386,0.546489302522,0.849664323909,1.0,0.990675990676,0.861233167966,0.640441722518,0.191435222782,0.641933491855,0.80047500705,0.871838810119,0.380803274713,0.931182795699,0.659414172126,0.768077886249,0.615409712063,0.977777777778
TC,0.0,0.866666666667,0.405263157895,0.132352941176,0.25,0.157894736842,0.190839694656,1.0,0.698113207547,0.21568627451,0.0892857142857,0.443548387097,0.726923076923,0.341463414634,0.406593406593,0.04,1.0,0.028328611898,0.00666666666667,0.212765957447,0.76404494382,1.0,1.0,0.412844036697,0.267605633803,0.854166666667,0.318452380952,0.46178343949,0.678571428571,0.735042735043,0.133757961783,0.126506024096,0.565656565657,0.898148148148,0.840206185567,0.803278688525,0.511111111111,0.541666666667,0.178571428571,0.561224489796,0.492307692308,0.46875,0.972027972028,0.747899159664,0.857142857143,0.51724137931,0.14450867052,0.107913669065,0.349887133183,0.694444444444,0.290322580645,1.0,0.311475409836,0.283018867925,0.0833333333333,0.595238095238,0.522058823529,0.0327868852459,0.986013986014,1.0,0.278911564626,0.480519480519,0.372340425532,0.792243767313,0.83908045977,0.142857142857,0.164705882353,0.107438016529,0.70243902439,0.191780821918,0.563909774436,1.0,0.974683544304,0.76404494382,0.277777777778,0.104575163399,0.269938650307,0.696517412935,0.594202898551,0.127272727273,0.761904761905,0.344086021505,0.539325842697,0.0844155844156,0.955555555556
Modeler,0.461240310078,0.944827586207,0.628767123288,0.281832298137,0.525280898876,0.675448430493,0.713180515759,1.0,0.837155963303,0.599617191578,0.299539170507,0.664772727273,0.837016574586,0.597087378641,0.6,0.351659751037,1.0,0.211055276382,0.435294117647,0.516260162602,0.905325443787,1.0,1.0,0.804195804196,0.727952167414,0.973607038123,0.681834403997,0.829735764793,0.902595322012,0.925563173359,0.682982791587,0.458675263775,0.869866666667,0.938284518828,0.927152317881,0.886363636364,0.94277245782,0.665071770335,0.789473684211,0.749404761905,0.681818181818,0.658536585366,0.989195678271,0.889855072464,0.965209634255,0.722448979592,0.53805701633,0.458494742667,0.568775391759,0.87004950495,0.544811320755,1.0,0.672025723473,0.443609022556,0.370994940978,0.782608695652,0.758560650029,0.118518518519,0.990675990676,1.0,0.685828877005,0.711229946524,0.7412755716,0.896245059289,0.956989247312,0.654166666667,0.483967935872,0.601202749141,0.883957219251,0.549391871848,0.855566502463,1.0,0.990675990676,0.871485943775,0.655287260616,0.198473282443,0.654736842105,0.810763888889,0.868186874305,0.407556270096,0.931182795699,0.667318982387,0.774066797642,0.614381067961,0.977777777778
Compression,1.0,1.0,0.990291262136,1.0,0.950331125828,1.04320987654,0.993006993007,1.0,1.04938271605,1.0462962963,1.08403361345,1.07874015748,1.03202846975,1.15555555556,0.952380952381,1.03125,1.0,0.904504504505,1.04635761589,1.0,1.03333333333,1.0,1.0,0.973214285714,0.946666666667,1.0,1.02368421053,1.01685393258,1.01224489796,1.0,1.11891891892,0.988636363636,1.16161616162,0.995824634656,1.00473933649,1.0,0.945454545455,1.01234567901,0.981481481481,1.00961538462,1.02898550725,1.04444444444,1.0,0.992,1.0,1.06741573034,1.12558139535,1.09027777778,0.957356076759,1.06578947368,1.03184713376,1.0,1.16393442623,1.07575757576,1.02362204724,1.0,1.02857142857,1.2,1.0,1.0,1.11184210526,1.10843373494,0.991150442478,1.0027100271,1.0,1.14285714286,0.907216494845,1.04132231405,1.01395348837,1.04081632653,1.06936416185,1.0,1.0,1.03333333333,0.975,1.02985074627,1.05882352941,1.04390243902,1.0,1.10188679245,1.0,1.0303030303,1.01310043668,0.938271604938,1.0
Average Pairwise P-Distance,0.814298018949,0.52922705314,0.72558849887,0.866442755423,0.76663335237,0.716576829227,0.786193787616,0.402721774194,0.703348308521,0.809063244915,0.888737204087,0.516129032258,0.749552440302,0.788040385601,0.85097728965,0.847672274575,0.524376417234,0.850695955925,0.815129818058,0.792347415101,0.619511754885,0.770731707317,0.236842105263,0.737639698197,0.839825595677,0.308458383227,0.784573698352,0.698984691535,0.647427116702,0.678466734187,0.708650643938,0.809471716687,0.444285188746,0.6296426235,0.732845499985,0.743230079875,0.619349125512,0.828544212133,0.607942720467,0.732430894085,0.861909953792,0.774176562685,0.572314102178,0.467356948607,0.785150303873,0.787018255578,0.739221783702,0.860946387181,0.749079248371,0.693491285403,0.851960784314,0.0346666666667,0.886406493972,0.744036970781,0.818706564327,0.809847374847,0.801628915955,0.912852664577,0.622377622378,0.706793206793,0.744416359698,0.879336650083,0.784402974313,0.666253343173,0.589742678725,0.807710109027,0.761102969559,0.794908485751,0.657215231991,0.832150611068,0.725144030768,0.0036036036036,0.343550331525,0.690131311764,0.766103536779,0.929481607917,0.812615551788,0.697150997151,0.724044994574,0.811895826654,0.681441666037,0.821851041798,0.746465242071,0.803832859116,0.5
Maximum Pairwise P-Distance,0.976744186047,0.739130434783,0.880733944954,0.955056179775,0.839805825243,0.89,0.910256410256,0.58064516129,0.824324324324,0.942857142857,0.918918918919,0.774193548387,0.788844621514,0.864864864865,0.867647058824,0.975,0.690476190476,0.922222222222,0.934579439252,0.829545454545,0.855421686747,0.878048780488,0.302631578947,0.8625,0.983050847458,0.511111111111,0.87265917603,0.80534351145,0.755980861244,0.842105263158,0.945054945055,0.928057553957,0.833333333333,0.72641509434,0.828125,0.810344827586,0.825,0.885714285714,0.904109589041,0.884615384615,0.929824561404,0.90625,0.647887323944,0.718181818182,0.864864864865,0.882352941176,0.885496183206,0.954545454545,0.895833333333,0.801470588235,0.935714285714,0.048,0.964912280702,0.807692307692,0.893617021277,0.923076923077,0.883333333333,0.945454545455,0.678321678322,0.909090909091,0.909090909091,0.906666666667,0.884615384615,0.743119266055,0.8125,0.89552238806,0.873015873016,0.957746478873,0.737704918033,0.949579831933,0.879310344828,0.00540540540541,0.442857142857,0.855421686747,0.913043478261,0.949275362319,0.883720930233,0.732323232323,0.84126984127,0.862595419847,0.803278688525,0.954545454545,0.83908045977,0.923076923077,0.577777777778
Number of Sequences,4.0,4.0,4.0,6.0,3.0,6.0,9.0,4.0,3.0,13.0,4.0,3.0,3.0,4.0,3.0,7.0,7.0,4.0,7.0,3.0,4.0,5.0,3.0,7.0,5.0,6.0,7.0,7.0,6.0,9.0,8.0,8.0,7.0,3.0,6.0,3.0,15.0,3.0,7.0,7.0,3.0,6.0,4.0,4.0,6.0,3.0,8.0,11.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,6.0,6.0,3.0,3.0,14.0,4.0,3.0,5.0,3.0,5.0,6.0,6.0,13.0,5.0,11.0,10.0,3.0,4.0,3.0,11.0,3.0,5.0,3.0,8.0,5.0,6.0,9.0,4.0,12.0,4.0
Reference Length,167.0,60.0,206.0,167.0,302.0,162.0,143.0,32.0,162.0,108.0,119.0,127.0,281.0,45.0,147.0,96.0,84.0,555.0,151.0,122.0,90.0,41.0,76.0,112.0,75.0,48.0,380.0,356.0,245.0,117.0,185.0,176.0,99.0,479.0,211.0,75.0,55.0,81.0,108.0,104.0,69.0,45.0,146.0,125.0,78.0,89.0,215.0,144.0,469.0,152.0,157.0,125.0,61.0,66.0,127.0,43.0,140.0,85.0,145.0,22.0,152.0,83.0,113.0,369.0,88.0,70.0,97.0,121.0,215.0,147.0,173.0,185.0,79.0,180.0,40.0,201.0,170.0,205.0,89.0,265.0,64.0,99.0,229.0,162.0,46.0
