Method,1-SPFP,1-SPFN,SP-Score,TC,Modeler,Compression,Average Pairwise P-Distance,Maximum Pairwise P-Distance,Number of Sequences,Reference Length,Estimated Length,Maximum Ungapped Length,Sequence Length Heterogeneity,Gappiness Percentage,Average Gap Length,Median Gap Length
BPPD,0.8982492474074,0.8984301592872,0.8983397033470999,0.3703778138062187,0.8982492474072705,0.9970849926233771,0.6920089426639999,0.7406577051859,25.0,1110.1,1106.9,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
BPMAP,0.8692746996606999,0.8694334625358001,0.8693540810984001,0.257740888368215,0.8692746996606442,0.9929484883238718,0.6920089426639999,0.7406577051859,25.0,1110.1,1102.3,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
MAFFT,0.38441756978319996,0.3158040984631,0.35011083412300004,0.014279149739127087,0.38441756978324515,1.5609592585007825,0.6920089426639999,0.7406577051859,25.0,1110.1,1733.0,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
Muscle,0.08484233742800999,0.0727383037312,0.07879032057958,0.0010628019323671498,0.08484233742804656,1.3388036975306787,0.6920089426639999,0.7406577051859,25.0,1110.1,1486.1,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
Clustal,0.15255600444539003,0.13472808241508,0.14364204343031,0.0,0.1525560044453514,1.1624402471523667,0.6920089426639999,0.7406577051859,25.0,1110.1,1290.4,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
GINSI,0.5211643492355,0.4664540833995,0.4938092163175001,0.04694166285043163,0.5211643492353719,1.2976658855887149,0.6920089426639999,0.7406577051859,25.0,1110.1,1440.3,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
EINSI,0.21947914867106996,0.15666679743183,0.18807297305144002,0.013124306849249862,0.21947914867111984,1.8554951958992376,0.6920089426639999,0.7406577051859,25.0,1110.1,2059.2,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
LINSI,0.372162010765,0.3051213127372,0.3386416617512,0.0066376032264259645,0.3721620107649654,1.5469164796236177,0.6920089426639999,0.7406577051859,25.0,1110.1,1717.4,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
DiAlign,0.04379511869001,0.014048526154902003,0.028921822422459997,0.0,0.04379511868999499,5.0186949632039575,0.6920089426639999,0.7406577051859,25.0,1110.1,5568.5,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
KAlign,0.24085091915460005,0.23747111815800004,0.23916101865640002,0.0033291951209709113,0.240850919154735,1.0925415497152908,0.6920089426639999,0.7406577051859,25.0,1110.1,1212.7,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
Prime,0.12998446732572,0.12244269120578,0.12621357926574,0.019377548124157137,0.1299844673256933,1.3818481269117404,0.6920089426639999,0.7406577051859,25.0,1110.1,1533.3,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
ProbAlign,0.12677256140206,0.1230635328739,0.12491804713818,0.009662341002469089,0.1267725614022039,0.9867981323665342,0.6920089426639999,0.7406577051859,25.0,1110.1,1095.3,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
DefaultProbCons,0.2210405714143,0.1608424494209,0.19094151041770002,0.011362337737812851,0.22104057141425243,2.215117111511019,0.6920089426639999,0.7406577051859,25.0,1110.1,2459.7,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
SAPD,0.07513887267119002,0.04808225863677,0.06161056565397999,0.0014658213100901627,0.07513887267121849,3.0221853913365435,0.6920089426639999,0.7406577051859,25.0,1110.1,3355.8,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
SAPDSum,0.07294530416131999,0.046617894338989996,0.05978159925014,0.0008805169758037739,0.07294530416131914,3.02355055467429,0.6920089426639999,0.7406577051859,25.0,1110.1,3357.4,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
SAPDMul,0.10202529996726999,0.07781936321738,0.08992233159233001,0.002930606296778677,0.10202529996730521,2.5292973041271494,0.6920089426639999,0.7406577051859,25.0,1110.1,2809.4,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
SparseSAPD,0.07738559678564001,0.04878605028337,0.06308582353445,0.0017533861368362158,0.07738559678555959,3.029124915015767,0.6920089426639999,0.7406577051859,25.0,1110.1,3363.7,1012.7,0.005076254071861,0.09745696074955999,2.1454142609830003,1.8
