,tRNA-synt_2b,MHC_II_N,oxidored_q6,kunitz,rep,cyt5,icd,ccH,sodcu,thiored,DEAD,dhfr,cytb,int,fer2,NTP_transferase,annexin,fbpase,DNA_PPF,cat3,HATPase_c,ferritin,TNF,RGS,BIR,Fapy_DNA_glyco,tms,Ribosomal_L6_D,bac_luciferase,ngf,LIM,TyrKc,gtp,MHC_II_beta_NC,hom,cytprime,cryst,glnasn,CPSase_L_chain,EFTU_2,Peptidase_M24,LDLa,sugbp,oat,WW,LuxS,msb,ghf7,plantltp,reductases,mmp,FAD-oxidase_C,squash,ppase,biotin_lipoyl,tgfb,ghf22,Sulfotransfer,scorptoxin,protg,cyt3,HGTP_anticodon,seatoxin,igV,hip,CH,adk,porin,ghf33,MoCF_biosynth,HTH_AraC,sh2,cpa,MM_CoA_mutase,pec_lyase,slectin,cbp,ins,hpr,ets,TIG,Phage_integrase,PDZ,DHOdehase,helicase_C,mycin,fkbp,KISc,histone,ghf5,pdc,adh,kazal,bowman,MHC_II_alpha_NC,laminin_G,HLH,cyclo,tbpc,GEL,CBM_20,igI,Levi_coat,myb_DNA-binding,MHC_II_C,Epimerase,hemopexin,profilin,peroxidase,bromodomain,GLA,TIL,Glyco_hydro_18,parv,cah,DEATH,sti,hla,fer4,ChtBD,ricin,pot,actin,hr,FAD_binding_4,flav,Bac_DNA_binding,Stap_Strp_toxin,kringle,rvp,ghf18,ndk,lipase,PK,HMG_box,zf-CCHH,igcon,sodfe,DMRL_synthase,CBS,RuBisCO_small,Sm,tln,aldedh,TPR,rub,cytc,hormone_rec,Propep_M14,S_100,serbact,pgk,cpn60_TCP1,egf,rnasemam,il8,RRF,Rhodanese,Pro_CA,Lum_binding
1-SPFP,0.37619594336,0.480816729788,0.954228083786,0.966932270916,0.77519379845,0.763358778626,0.890148212729,0.965014577259,0.881093544137,0.412609736632,0.581715210356,0.862603305785,0.814720812183,0.909494725153,0.777255007393,0.734762223711,0.998306878307,0.975662520281,1.0,0.744913928013,0.488005728607,1.0,0.847033595425,0.853333333333,0.885553470919,0.912175648703,0.958141321045,0.624463519313,0.854663774403,0.971875,0.982258064516,0.940906588365,0.863260869565,0.962591240876,0.932735426009,0.839064649243,0.693869265124,0.987571206629,0.724683544304,0.597014925373,0.735422740525,0.907488986784,0.834230999402,0.757130872483,0.939698492462,0.918632075472,0.870784746297,0.943875278396,0.819691577699,0.676115802171,0.974337400084,0.255319148936,0.880952380952,0.844117647059,0.916615573268,0.893187552565,0.967936117936,0.688655462185,0.893089190786,0.494082840237,0.832323232323,0.895676046671,0.881118881119,0.661611906768,0.83808095952,0.831730769231,0.82956727219,0.473925501433,0.62582278481,0.743119266055,1.0,0.872867054191,0.912876712329,0.804511278195,0.581892166836,0.919152276295,0.787348932888,0.95839112344,0.991831971995,0.919839679359,0.961726384365,0.341116751269,0.806451612903,0.708,0.698457223001,0.935779816514,0.953301127214,0.892837312604,0.726218097448,0.542555742028,0.809167750325,0.992481203008,0.888349514563,0.985465116279,0.985102420857,0.609514370664,0.911666666667,0.933659839715,0.946175637394,0.579981290926,0.851617440225,0.631055900621,0.922651933702,0.944444444444,0.992647058824,0.77065767285,0.902030008826,0.940986257074,0.879173290938,0.976958525346,0.8125,0.824925816024,0.768332554881,0.985320284698,0.885146804836,0.730448383733,0.829852579853,1.0,0.778888675255,0.990361445783,0.901040644021,0.965789473684,0.654863078376,0.997130559541,0.50531107739,0.876177658143,0.963562753036,0.719321148825,0.924077328647,0.797986577181,0.460055096419,0.977272727273,0.992769995481,0.96823697359,0.96218487395,0.899502840909,0.841843288375,0.852159155195,0.877402253148,0.769911504425,0.886678200692,0.875609756098,0.869266055046,0.897557418884,0.528831168831,0.991836734694,0.921230440967,0.678264798915,0.944134078212,0.850127011008,0.941533370105,0.952016985138,0.678313253012,0.774836977369,0.884259259259,0.867822626492,0.875457875458,0.593813387424,0.6875,0.840630472855
1-SPFN,0.402538902539,0.489522212909,0.953488372093,0.961188118812,0.761421319797,0.778546712803,0.886541244573,0.965014577259,0.881093544137,0.432635983264,0.597176079734,0.861713106295,0.801831806828,0.912026726058,0.805404652459,0.750341997264,0.997884493336,0.980434782609,0.37012987013,0.731182795699,0.522022213711,1.0,0.852517985612,0.837696335079,0.885553470919,0.903162055336,0.955572577556,0.664383561644,0.835926449788,0.971875,0.982258064516,0.94594095941,0.867409349061,0.962591240876,0.937540244688,0.824324324324,0.48290477536,0.987571206629,0.741100323625,0.507246376812,0.747407407407,0.90350877193,0.84382566586,0.755546253663,0.944444444444,0.916470588235,0.878816793893,0.945138269402,0.831528279182,0.692973418504,0.973518284994,0.275,0.880952380952,0.848275862069,0.932626325639,0.896202531646,0.961205319019,0.684342379958,0.897862232779,0.486880466472,0.811556139199,0.900621118012,0.875,0.68808411215,0.844410876133,0.831730769231,0.882482325216,0.483908718549,0.637441980402,0.758782201405,0.337662337662,0.873850197109,0.921970116215,0.808564231738,0.613733905579,0.905645784996,0.747011466211,0.95839112344,0.990675990676,0.894736842105,0.95938261576,0.369230769231,0.806451612903,0.709215798512,0.721739130435,0.932926829268,0.910769230769,0.883031301483,0.695555555556,0.555064998774,0.821723341037,0.992214765101,0.887272727273,0.985465116279,0.983271375465,0.635330578512,0.883683360258,0.876672240803,0.937324602432,0.616915422886,0.859779907703,0.642631246047,0.926490984743,0.953907815631,0.991917707568,0.776330690827,0.906832298137,0.940226171244,0.891935483871,0.976958525346,0.753623188406,0.810495626822,0.774117647059,0.984444444444,0.885146804836,0.731592689295,0.837569745815,1.0,0.783710582318,0.992753623188,0.896989835809,0.965789473684,0.686973749381,0.992857142857,0.53152434158,0.869158878505,0.963562753036,0.729077075753,0.933925399645,0.804465493911,0.483457402812,0.977272727273,0.992769995481,0.960353982301,0.973087818697,0.90367463432,0.856139777923,0.850395182537,0.903754266212,0.677042801556,0.889370932755,0.867149758454,0.869266055046,0.897884755653,0.568397543272,0.991836734694,0.916666666667,0.68570123344,0.944134078212,0.847257383966,0.943093922652,0.950402713014,0.718112244898,0.779621767657,0.91223880597,0.862673071489,0.884366327475,0.635032537961,0.702702702703,0.843585237258
SP-Score,0.38936742295,0.485169471348,0.953858227939,0.964060194864,0.768307559123,0.770952745714,0.888344728651,0.965014577259,0.881093544137,0.422622859948,0.589445645045,0.86215820604,0.808276309505,0.910760725605,0.791329829926,0.742552110487,0.998095685822,0.978048651445,0.685064935065,0.738048361856,0.505013971159,1.0,0.849775790518,0.845514834206,0.885553470919,0.907668852019,0.956856949301,0.644423540479,0.845295112096,0.971875,0.982258064516,0.943423773887,0.865335109313,0.962591240876,0.935137835348,0.831694486784,0.588387020242,0.987571206629,0.732891933964,0.552130651092,0.741415073966,0.905498879357,0.839028332631,0.756338563073,0.942071468453,0.917551331853,0.874800770095,0.944506773899,0.82560992844,0.684544610338,0.973927842539,0.265159574468,0.880952380952,0.846196754564,0.924620949454,0.894695042105,0.964570718478,0.686498921072,0.895475711782,0.490481653354,0.821939685761,0.898148582342,0.878059440559,0.674848009459,0.841245917827,0.831730769231,0.856024798703,0.478917109991,0.631632382606,0.75095073373,0.668831168831,0.87335862565,0.917423414272,0.806537754967,0.597813036208,0.912399030646,0.767180199549,0.95839112344,0.991253981336,0.907288260732,0.960554500062,0.35517376025,0.806451612903,0.708607899256,0.710098176718,0.934353322891,0.932035178992,0.887934307043,0.710886826502,0.548810370401,0.815445545681,0.992347984054,0.887811120918,0.985465116279,0.984186898161,0.622422474588,0.897675013463,0.905166040259,0.941750119913,0.598448356906,0.855698673964,0.636843573334,0.924571459223,0.949176130038,0.992282383196,0.773494181838,0.904431153481,0.940606214159,0.885554387404,0.976958525346,0.783061594203,0.817710721423,0.77122510097,0.984882364571,0.885146804836,0.731020536514,0.833711162834,1.0,0.781299628786,0.991557534486,0.899015239915,0.965789473684,0.670918413878,0.994993851199,0.518417709485,0.872668268324,0.963562753036,0.724199112289,0.929001364146,0.801226035546,0.471756249615,0.977272727273,0.992769995481,0.964295477946,0.967636346323,0.901588737615,0.848991533149,0.851277168866,0.89057825968,0.723477152991,0.888024566723,0.871379757276,0.869266055046,0.897721087269,0.548614356052,0.991836734694,0.918948553817,0.681983016178,0.944134078212,0.848692197487,0.942313646378,0.951209849076,0.698212748955,0.777229372513,0.898249032615,0.865247848991,0.879912101466,0.614422962692,0.695101351351,0.842107855056
TC,0.09011627906976744,0.021052631578947368,0.8609022556390977,0.8,0.49333333333333335,0.34523809523809523,0.7024793388429752,0.8983050847457628,0.7228915662650602,0.10434782608695652,0.46218487394957986,0.7580645161290323,0.5217391304347826,0.7475247524752475,0.3793103448275862,0.5493421052631579,0.9905660377358491,0.9409937888198758,0.2595419847328244,0.4609053497942387,0.19767441860465115,1.0,0.6178343949044586,0.6397058823529411,0.7238095238095238,0.7969924812030075,0.8526315789473684,0.39361702127659576,0.7559523809523809,0.9351851851851852,0.8780487804878049,0.745928338762215,0.48947368421052634,0.9157894736842105,0.6666666666666666,0.6976744186046512,0.016574585635359115,0.9696048632218845,0.5833333333333334,0.04,0.5338345864661654,0.7906976744186046,0.7009966777408638,0.5840909090909091,0.8043478260869565,0.8164556962025317,0.5724137931034483,0.8553615960099751,0.5054945054945055,0.33436532507739936,0.8875739644970414,0.038461538461538464,0.7586206896551724,0.6857142857142857,0.7647058823529411,0.5470085470085471,0.8384615384615385,0.28378378378378377,0.684931506849315,0.0,0.5338983050847458,0.7043478260869566,0.6326530612244898,0.3082706766917293,0.6190476190476191,0.6896551724137931,0.37398373983739835,0.23563218390804597,0.4170984455958549,0.46551724137931033,0.11764705882352941,0.5403225806451613,0.8155339805825242,0.6223776223776224,0.33665835411471323,0.7956204379562044,0.17277486910994763,0.8260869565217391,0.9545454545454546,0.7553191489361702,0.8620689655172413,0.15151515151515152,0.5959595959595959,0.4984520123839009,0.3655913978494624,0.831858407079646,0.8495575221238938,0.7710843373493976,0.45454545454545453,0.20051413881748073,0.6464285714285715,0.9786666666666667,0.7758620689655172,0.9571428571428572,0.9505494505494505,0.36923076923076925,0.5952380952380952,0.7195767195767195,0.842391304347826,0.2808219178082192,0.5740740740740741,0.14285714285714285,0.823076923076923,0.8035714285714286,0.9405940594059405,0.5826086956521739,0.7817258883248731,0.8515625,0.6446991404011462,0.9344262295081968,0.4864864864864865,0.6,0.5579710144927537,0.9357798165137615,0.6863468634686347,0.2903225806451613,0.5760869565217391,1.0,0.43010752688172044,0.9534883720930233,0.717948717948718,0.9117647058823529,0.2883116883116883,0.9493670886075949,0.20454545454545456,0.64,0.9157894736842105,0.38271604938271603,0.7303370786516854,0.5135135135135135,0.19938650306748465,0.9337748344370861,0.9733924611973392,0.906,0.8518518518518519,0.6,0.4953271028037383,0.507177033492823,0.6863905325443787,0.5692307692307692,0.722972972972973,0.7402597402597403,0.6959247648902821,0.7549800796812749,0.03076923076923077,0.9629629629629629,0.6818181818181818,0.41637010676156583,0.8404255319148937,0.5714285714285714,0.8272251308900523,0.8886138613861386,0.4476744186046512,0.3088235294117647,0.6716417910447762,0.5194805194805194,0.7365591397849462,0.2864583333333333,0.448559670781893,0.7
Modeler,0.37619594336012246,0.4808167297875844,0.9542280837858805,0.9669322709163347,0.7751937984496124,0.7633587786259542,0.8901482127288579,0.9650145772594753,0.8810935441370223,0.412609736632083,0.5817152103559871,0.862603305785124,0.8147208121827412,0.9094947251526929,0.7772550073934669,0.7347622237106497,0.9983068783068783,0.9756625202812331,1.0,0.7449139280125195,0.48800572860723235,1.0,0.8470335954253038,0.8533333333333334,0.8855534709193246,0.9121756487025948,0.9581413210445469,0.6244635193133047,0.8546637744034707,0.971875,0.9822580645161291,0.9409065883648375,0.8632608695652174,0.9625912408759124,0.9327354260089686,0.8390646492434664,0.6938692651238327,0.9875712066286898,0.7246835443037974,0.5970149253731343,0.7354227405247813,0.9074889867841409,0.834230999401556,0.7571308724832215,0.9396984924623115,0.9186320754716981,0.87078474629688,0.9438752783964365,0.8196915776986952,0.6761158021712907,0.9743374000841397,0.2553191489361702,0.8809523809523809,0.8441176470588235,0.9166155732679337,0.8931875525651808,0.9679361179361179,0.688655462184874,0.8930891907855877,0.4940828402366864,0.8323232323232324,0.8956760466712422,0.8811188811188811,0.6616119067677618,0.8380809595202399,0.8317307692307693,0.829567272190223,0.47392550143266476,0.6258227848101265,0.7431192660550459,1.0,0.872867054190887,0.9128767123287671,0.8045112781954887,0.5818921668362157,0.9191522762951334,0.7873489328876317,0.9583911234396671,0.9918319719953326,0.9198396793587175,0.9617263843648208,0.3411167512690355,0.8064516129032258,0.708,0.6984572230014026,0.9357798165137615,0.9533011272141707,0.8928373126041088,0.7262180974477959,0.5425557420282906,0.8091677503250976,0.9924812030075187,0.8883495145631068,0.9854651162790697,0.9851024208566108,0.6095143706640238,0.9116666666666666,0.933659839715049,0.9461756373937678,0.5799812909260992,0.8516174402250352,0.631055900621118,0.9226519337016574,0.9444444444444444,0.9926470588235294,0.7706576728499157,0.9020300088261254,0.9409862570735651,0.8791732909379968,0.9769585253456221,0.8125,0.8249258160237388,0.7683325548808968,0.9853202846975089,0.885146804835924,0.7304483837330553,0.8298525798525799,1.0,0.7788886752547587,0.9903614457831326,0.9010406440212055,0.9657894736842105,0.6548630783758262,0.9971305595408895,0.5053110773899848,0.8761776581426649,0.9635627530364372,0.7193211488250653,0.9240773286467486,0.797986577181208,0.46005509641873277,0.9772727272727273,0.9927699954812472,0.9682369735902926,0.9621848739495799,0.8995028409090909,0.8418432883750803,0.8521591551951725,0.87740225314778,0.7699115044247787,0.8866782006920415,0.875609756097561,0.8692660550458715,0.8975574188844331,0.5288311688311689,0.9918367346938776,0.9212304409672831,0.6782647989154993,0.9441340782122905,0.8501270110076207,0.9415333701047987,0.9520169851380043,0.6783132530120481,0.7748369773686229,0.8842592592592593,0.8678226264923252,0.8754578754578755,0.5938133874239351,0.6875,0.840630472854641
Compression,0.8308351177730193,0.9791666666666666,1.0,1.046875,1.0795454545454546,0.967741935483871,1.0138568129330254,1.0,0.9940828402366864,0.9166666666666666,0.9886877828054299,1.0105820105820107,1.03,1.0,0.9327731092436975,0.977491961414791,1.0030959752321982,0.9971830985915493,1.7404580152671756,1.035294117647059,0.9163498098859315,1.0,0.9943181818181818,1.0675675675675675,1.0,1.025089605734767,1.0336134453781514,0.9320388349514563,1.0238095238095237,1.0,1.0,1.0,1.0,1.0,0.9591836734693877,1.036764705882353,1.65625,1.0,0.972027972027972,1.24,0.9862258953168044,1.0416666666666667,0.9756838905775076,0.9979919678714859,1.0392156862745099,1.0123456790123457,1.0063291139240507,1.0066371681415929,0.96875,0.9748603351955307,1.0222222222222221,0.885558583106267,1.0,0.9895833333333334,0.9553571428571429,1.0084745762711864,1.0305343511450382,0.958005249343832,1.0135135135135136,1.035294117647059,1.0461538461538462,1.0,1.0185185185185186,0.9197080291970803,1.0,1.0,0.8438538205980066,0.9667590027700831,0.9755671902268761,0.9704433497536946,1.8450704225352113,1.015625,0.984984984984985,0.9896373056994818,0.9340425531914893,1.056338028169014,1.235,1.0,1.0,1.0982142857142858,1.0,0.8838174273858921,1.009090909090909,0.9873737373737373,0.926605504587156,1.0,1.0714285714285714,1.0218446601941749,1.1145833333333333,0.9170212765957447,0.993322203672788,1.0026666666666666,0.9836065573770492,1.0,1.0053475935828877,0.9530516431924883,1.1304347826086956,1.1083743842364533,1.0310880829015545,0.92,0.9833333333333333,0.9361702127659575,1.0,1.0163934426229508,1.0095238095238095,1.0048899755501222,0.9911504424778761,1.0069444444444444,0.9765013054830287,1.0,1.1272727272727272,1.0574712643678161,0.9943820224719101,1.0,0.996415770609319,1.0125786163522013,1.02020202020202,1.0,0.9273743016759777,1.0,1.01067615658363,1.0,0.9232456140350878,1.0365853658536586,0.9203821656050956,1.0218579234972678,1.0,0.9881889763779528,1.06,1.0227272727272727,0.9283667621776505,1.0,1.0,1.015267175572519,1.0,1.1025641025641026,0.9912280701754386,1.0365296803652968,0.9560439560439561,1.1343283582089552,0.9819277108433735,1.032258064516129,1.0058997050147493,1.0114503816793894,0.9493670886075949,1.0,1.0144927536231885,1.0357142857142858,1.0,1.0194174757281553,1.0048780487804878,1.0045977011494254,0.9203539823008849,1.0,0.95,1.037037037037037,0.984375,0.9259259259259259,0.9626865671641791,1.0
Average Pairwise P-Distance,0.813060615249,0.69157746224,0.432541212615,0.621300680491,0.696524216524,0.497570671228,0.583461582685,0.652770575865,0.577504625952,0.794302357561,0.703921305539,0.640414891982,0.644403962918,0.774687089415,0.546840027063,0.676688133147,0.428456546658,0.321474752932,0.674867493739,0.752409548259,0.754982275496,0.395941660193,0.68045391178,0.666708669355,0.637616691285,0.596884675783,0.540818317462,0.821860771164,0.698817114418,0.432814449081,0.472027358929,0.549611150813,0.665527900799,0.542842294496,0.647106699063,0.732550430418,0.555849520145,0.482811077208,0.769613204258,0.603161530548,0.778699499205,0.543583686876,0.762125149573,0.761455715607,0.710407900063,0.574859638103,0.733829693113,0.526189692191,0.511895604396,0.77855309792,0.449466071387,0.892280673019,0.522129477589,0.610618569508,0.71074070732,0.56180829161,0.485511040209,0.738017462322,0.536707070444,0.507921318448,0.596915099147,0.779268400873,0.574178324287,0.81766256597,0.666263277859,0.774494364128,0.673693334175,0.754471684433,0.77068656165,0.71772579895,0.727523894863,0.649837334514,0.538145283908,0.675947544238,0.704938332975,0.666731476643,0.616818569791,0.550970474549,0.555956413038,0.514941639368,0.446402349673,0.845144176372,0.693596967243,0.738523872717,0.724893232418,0.602234243589,0.527409429113,0.548908326168,0.826348980178,0.821664031898,0.795805989437,0.360924960618,0.592340974888,0.351111239414,0.552210959782,0.817367294175,0.718990786467,0.559455969637,0.393381802865,0.762799751747,0.482047419162,0.844681223369,0.531445063548,0.592582154704,0.611573779299,0.776182796718,0.679011511958,0.602567561363,0.62742241785,0.657440713035,0.472144413321,0.639874226527,0.724493600477,0.444054946113,0.612811388951,0.803647499156,0.635619647256,0.235393258427,0.667164418006,0.40665221619,0.625041880386,0.612652229351,0.602763160125,0.466850061025,0.821594228125,0.65038575879,0.669831363203,0.674801967022,0.566619523167,0.63385914695,0.801401791822,0.441311587603,0.262909945551,0.52468294926,0.75150051136,0.645335152946,0.670088729725,0.576749866252,0.667755917722,0.689152170795,0.538122283561,0.804998272552,0.564584649463,0.614808567767,0.829902923445,0.378913108719,0.555258866212,0.784890184516,0.505694618273,0.657035371119,0.475470216982,0.485784743044,0.628134386911,0.688783219691,0.578133444705,0.654539898619,0.598179098968,0.773244035327,0.608288055899,0.729374418295
Maximum Pairwise P-Distance,0.882352941176,0.935897435897,0.606299212598,0.839285714286,0.813333333333,0.760563380282,0.735465116279,0.741379310345,0.75,0.931506849315,0.848314606742,0.748427672956,0.733333333333,0.826315789474,0.862068965517,0.811158798283,0.536507936508,0.544554455446,0.917525773196,0.905,0.865168539326,0.482352941176,0.785714285714,0.75,0.704545454545,0.64,0.631782945736,0.898550724638,0.837104072398,0.471698113208,0.6,0.649606299213,0.845161290323,0.78021978022,0.839285714286,0.786885245902,0.811320754717,0.541538461538,0.868686868687,0.869565217391,0.857142857143,0.615384615385,0.807272727273,0.798507462687,0.810810810811,0.65306122449,0.857142857143,0.59585492228,0.763888888889,0.848888888889,0.527950310559,0.938775510204,0.714285714286,0.730994152047,0.835443037975,0.8,0.691056910569,0.872340425532,0.716666666667,0.875,0.747572815534,0.864583333333,0.783783783784,0.936170212766,0.80701754386,0.865384615385,0.837209302326,0.867857142857,0.784126984127,0.84328358209,0.833333333333,0.758241758242,0.692567567568,0.827067669173,0.807692307692,0.765151515152,0.854166666667,0.739130434783,0.682352941176,0.642857142857,0.6,0.903846153846,0.835294117647,0.780068728522,0.818181818182,0.63963963964,0.579439252336,0.666666666667,0.871428571429,0.87044534413,0.841085271318,0.47311827957,0.745454545455,0.491525423729,0.761111111111,0.850649350649,0.793103448276,0.713333333333,0.633333333333,0.85046728972,0.712765957447,0.963855421687,0.775862068966,0.765957446809,0.783505154639,0.808362369338,0.775956284153,0.72131147541,0.843065693431,0.736363636364,0.571428571429,0.733333333333,0.757925072046,0.551401869159,0.7004048583,0.895833333333,0.7875,0.325842696629,0.833333333333,0.487804878049,0.742738589212,0.650793650794,0.854785478548,0.535211267606,0.905263157895,0.794117647059,0.757894736842,0.824175824176,0.688311688312,0.764150943396,0.8875,0.559440559441,0.33180778032,0.564835164835,0.898550724638,0.851851851852,0.847826086957,0.677777777778,0.775362318841,0.766666666667,0.701923076923,0.867647058824,0.717948717949,0.726635514019,0.922413793103,0.545454545455,0.673267326733,0.848214285714,0.682352941176,0.816091954023,0.648351648352,0.530303030303,0.806451612903,0.830188679245,0.732673267327,0.885245901639,0.653409090909,0.888,0.765625,0.804347826087
Number of Sequences,5,13,5,10,4,6,5,4,7,6,4,4,6,5,13,4,6,4,4,4,6,4,5,4,4,4,5,4,4,4,5,7,8,4,8,4,7,4,4,4,4,4,4,4,4,4,8,4,5,7,6,4,4,4,7,8,12,5,8,4,6,6,5,9,5,4,9,4,4,4,4,11,4,4,4,5,8,6,5,4,6,4,6,4,5,4,4,4,4,6,4,5,6,5,4,4,5,6,4,5,8,9,4,5,8,4,4,5,5,4,4,4,4,7,5,7,5,5,14,5,7,4,4,5,4,6,4,6,9,6,5,4,5,4,5,15,12,8,5,4,7,4,4,4,6,5,11,5,4,6,5,4,4,12,6,11,4,6,4,4
Reference Length,467,96,285,64,88,93,433,65,169,132,442,189,100,219,119,311,323,355,131,255,263,173,176,148,165,279,357,103,336,116,86,311,210,217,98,136,192,334,143,125,363,48,329,498,51,162,158,452,96,358,180,367,36,288,112,118,131,381,74,85,130,127,54,137,88,143,301,361,573,203,71,128,333,193,470,142,200,74,89,112,88,241,110,396,218,116,126,412,96,470,599,375,61,73,187,213,92,203,193,150,120,141,135,61,105,409,226,144,383,145,55,87,534,109,279,159,198,178,179,45,281,70,456,82,314,183,101,254,100,132,349,152,452,524,89,39,114,219,182,67,166,93,339,524,237,54,138,308,98,103,205,435,226,71,140,81,192,216,268,114
