Method,1-SPFP,1-SPFN,SP-Score,TC,Modeler,Compression,Average Pairwise P-Distance,Maximum Pairwise P-Distance,Number of Sequences,Reference Length,Estimated Length,Maximum Ungapped Length,Sequence Length Heterogeneity,Gappiness Percentage,Average Gap Length,Median Gap Length
DefaultProbCons,0.38159436862948054,0.3307072389029955,0.3561508037662139,0.11177485833940577,0.38159436862948054,1.2906602422761186,0.6270781380505936,0.7538381768007437,5.55,204.99375,259.35,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
ProbCons,0.1871477019068974,0.1593009824503582,0.17322434217863492,0.03243714600451188,0.1871477019068974,1.1702634255470756,0.6270781380505936,0.7538381768007437,5.55,204.99375,240.84375,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
DefaultContrAlign,0.8354029646993254,0.8456118313492625,0.8405073980242997,0.6561250270670458,0.8354029646993254,0.9869151782278873,0.6270781380505936,0.7538381768007437,5.55,204.99375,201.70625,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
ProbAlign,0.8424675345787497,0.8426433744874935,0.8425554545331313,0.6576969900810761,0.8424675345787497,1.0130478718596498,0.6270781380505936,0.7538381768007437,5.55,204.99375,207.33125,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
Prime,0.8197493309684436,0.8249537184436244,0.8223515247060498,0.6215456049940439,0.8197493309684436,0.997376122999363,0.6270781380505936,0.7538381768007437,5.55,204.99375,203.725,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
KAlign,0.7983537641792189,0.8000854444471441,0.7992196043132126,0.5898667283202413,0.7983537641792189,1.007151277776481,0.6270781380505936,0.7538381768007437,5.55,204.99375,205.525,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
DiAlign,0.7874256051763937,0.762177598473,0.7748016018246815,0.5376510115664208,0.7874256051763937,1.0625629563101942,0.6270781380505936,0.7538381768007437,5.55,204.99375,220.09375,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
ContrAlign,0.8245319172988191,0.8358153183748811,0.8301736178368124,0.6416462530084378,0.8245319172988191,0.9825490061595193,0.6270781380505936,0.7538381768007437,5.55,204.99375,201.08125,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
Clustal,0.8180293609059005,0.8143889923708374,0.8162091766383627,0.6231598866453737,0.8180293609059005,1.0042040171177442,0.6270781380505936,0.7538381768007437,5.55,204.99375,205.49375,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
Muscle,0.8195290565189627,0.8259155967679433,0.8227223266434315,0.6331345741106401,0.8195290565189627,0.9886228231939629,0.6270781380505936,0.7538381768007437,5.55,204.99375,201.8,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
Prank,0.7889893091764444,0.7775084456962688,0.783248877436369,0.5640794051153208,0.7889893091764444,1.051520042248375,0.6270781380505936,0.7538381768007437,5.55,204.99375,214.74375,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
EINSI,0.8261781806039311,0.8231988790001621,0.8246885298020314,0.629075466111398,0.8261781806039311,1.0130341979310944,0.6270781380505936,0.7538381768007437,5.55,204.99375,207.525,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
GINSI,0.8208075380568687,0.8210875434287189,0.8209475407428126,0.6209763909246548,0.8208075380568687,1.003563640101638,0.6270781380505936,0.7538381768007437,5.55,204.99375,205.64375,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
LINSI,0.8260237459497872,0.8247063684067815,0.8253650571783127,0.6345546023889183,0.8260237459497872,1.00714925181635,0.6270781380505936,0.7538381768007437,5.55,204.99375,206.24375,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
MAFFT,0.8263208816824689,0.8251863412461752,0.8257536114643684,0.6344931769792808,0.8263208816824689,1.0068495639671062,0.6270781380505936,0.7538381768007437,5.55,204.99375,206.10625,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
BPPD,0.8642137146278059,0.80227827104675,0.8332459928373066,0.6040655922048643,0.8642137146278059,1.1926123195419747,0.6270781380505936,0.7538381768007437,5.55,204.99375,248.14375,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
BPMAP,0.8077433827230932,0.7985485838377373,0.8031459832804563,0.5770793947563078,0.8077433827230932,1.0528469185965557,0.6270781380505936,0.7538381768007437,5.55,204.99375,214.30625,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
SAWA,0.8276017313133751,0.8205291055466313,0.8240654184299878,0.6153800190836275,0.8276017313133733,1.0144885232178145,0.6270781380505936,0.7538381768007437,5.55,204.99375,204.76875,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
SparseSAWA,0.8276850374605565,0.8205998343010374,0.8241424358807752,0.6153266366785356,0.8276850374605396,1.01448843779251,0.6270781380505936,0.7538381768007437,5.55,204.99375,204.76875,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
SparserSAWA,0.827740640266956,0.8204584989697941,0.8240995696183502,0.6156068959483727,0.8277406402669353,1.0150684794936051,0.6270781380505936,0.7538381768007437,5.55,204.99375,204.96875,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
SparsestSAWA,0.8293989009792251,0.8204492199171998,0.8249240604481937,0.616316509138144,0.8293989009791798,1.0195950699093694,0.6270781380505936,0.7538381768007437,5.55,204.99375,206.26875,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
BPWA,0.8220690866443314,0.8263471410927317,0.8242081138685563,0.6187180902553205,0.8220690866443314,0.9978107726996814,0.6270781380505936,0.7538381768007437,5.55,204.99375,202.44375,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
SparseBPWA,0.8220221791091497,0.8261005498149501,0.8240613644620624,0.6171657470179236,0.8220221791091497,0.9989528872595376,0.6270781380505936,0.7538381768007437,5.55,204.99375,202.675,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
SparserBPWA,0.8187158946725088,0.8222905930456476,0.8205032438591185,0.6170811764151916,0.8187158946725088,0.9990849543853628,0.6270781380505936,0.7538381768007437,5.55,204.99375,202.86875,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
SparsestBPWA,0.6099719690388438,0.6090935940543294,0.6095327815465692,0.4591890830196871,0.6099719690388438,0.9993097209670256,0.6270781380505936,0.7538381768007437,5.55,204.99375,203.0,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
SAPD,0.8908408731657624,0.7851931830697123,0.8380170281177939,0.5949624742279291,0.8908408731657624,1.2821007618503193,0.6270781380505936,0.7538381768007437,5.55,204.99375,268.65,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
SAPDMul,0.8590007455321939,0.8069279593348438,0.8329643524335311,0.6051090597380522,0.8590007455321939,1.1523377992098818,0.6270781380505936,0.7538381768007437,5.55,204.99375,237.33125,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
SAPDSum,0.9192303572848683,0.7524371809296938,0.8358337691073121,0.5652582214739141,0.9192303572848683,1.4295146797666436,0.6270781380505936,0.7538381768007437,5.55,204.99375,297.875,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
SparseSAPD,0.8913093871333249,0.7846725081034873,0.8379909476184061,0.5934674898532262,0.8913093871333249,1.2834886017794687,0.6270781380505936,0.7538381768007437,5.55,204.99375,268.75625,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
SparserSAPD,0.8923255189811371,0.7863377662528562,0.8393316426169812,0.5959118649943731,0.8923255189811371,1.2825424004090185,0.6270781380505936,0.7538381768007437,5.55,204.99375,268.55625,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
SparsestSAPD,0.8918198022071625,0.7860463056173751,0.83893305391225,0.595531529756504,0.8918198022071625,1.2823249897743376,0.6270781380505936,0.7538381768007437,5.55,204.99375,268.5,187.30625,0.08051793530117282,0.15633179827863894,4.802994314992564,2.725
