Method,1-SPFP,1-SPFN,SP-Score,TC,Modeler,Compression,Average Pairwise P-Distance,Maximum Pairwise P-Distance,Number of Sequences,Reference Length,Estimated Length,Maximum Ungapped Length,Sequence Length Heterogeneity,Gappiness Percentage,Average Gap Length,Median Gap Length
BPPD,0.9949682972624,0.9946916557714,0.9948299765168,0.8378772717679596,0.994968297262302,1.0023060505244972,0.19186352168040002,0.32599789276030006,100.0,1563.3,1566.9,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
BPMAP,0.9928502944944999,0.992489273204,0.9926697838494001,0.7978905141171241,0.9928502944945576,1.0030778013678745,0.19186352168040002,0.32599789276030006,100.0,1563.3,1568.1,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
MAFFT,0.9918879024184,0.9920295891244999,0.9919587457714,0.7904152427603668,0.9918879024184329,0.9968865217208979,0.19186352168040002,0.32599789276030006,100.0,1563.3,1558.4,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
Muscle,0.9916776535239,0.9918016252192998,0.9917396393716,0.7727138440086986,0.991677653523966,0.9956861822908906,0.19186352168040002,0.32599789276030006,100.0,1563.3,1556.5,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
Clustal,0.9905119634819002,0.9902787172334,0.9903953403573998,0.7621023016682346,0.9905119634817243,0.996697301576923,0.19186352168040002,0.32599789276030006,100.0,1563.3,1558.1,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
GINSI,0.9916598115641,0.9918828568119998,0.9917713341879001,0.7713270582037902,0.9916598115640267,0.9973919635858287,0.19186352168040002,0.32599789276030006,100.0,1563.3,1559.2,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
EINSI,0.9912152672912999,0.9914387880961,0.9913270276937001,0.7634943485030572,0.9912152672912653,0.9973930069023427,0.19186352168040002,0.32599789276030006,100.0,1563.3,1559.2,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
LINSI,0.9910529073874,0.9912780728355999,0.9911654901115,0.7643307866697795,0.991052907387467,0.9972022809420142,0.19186352168040002,0.32599789276030006,100.0,1563.3,1558.9,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
DiAlign,0.9655294032144,0.9643769770498001,0.9649531901320001,0.5387532192172505,0.9655294032143406,1.009478261832585,0.19186352168040002,0.32599789276030006,100.0,1563.3,1578.1,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
KAlign,0.9912873182832997,0.9913592722248001,0.991323295254,0.7611112511962912,0.9912873182831131,1.0023110063045104,0.19186352168040002,0.32599789276030006,100.0,1563.3,1566.9,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
Prime,0.9910898585566998,0.9909643415939,0.9910271000752999,0.7466071613390282,0.9910898585568331,1.0084964025174947,0.19186352168040002,0.32599789276030006,100.0,1563.3,1576.6,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
ProbAlign,0.9923225344733002,0.9923535315604001,0.9923380330168001,0.777790593592973,0.9923225344732793,1.0011494862964687,0.19186352168040002,0.32599789276030006,100.0,1563.3,1565.1,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
DefaultProbCons,0.9933688278039,0.9933973343958,0.9933830810997998,0.7919790526158853,0.9933688278039332,1.0008317378169473,0.19186352168040002,0.32599789276030006,100.0,1563.3,1564.6,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
SAPD,0.9948135169155,0.9946244393623,0.9947189781389001,0.8221559251238728,0.9948135169155486,1.003712339903401,0.19186352168040002,0.32599789276030006,100.0,1563.3,1569.1,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
SAPDSum,0.9946430004490001,0.993961947889,0.9943024741691,0.8211180369440892,0.9946430004489798,1.013385821146321,0.19186352168040002,0.32599789276030006,100.0,1563.3,1584.2,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
SAPDMul,0.9947104982243001,0.9946716095862002,0.9946910539053,0.8213061772307466,0.9947104982241802,1.0011422194183197,0.19186352168040002,0.32599789276030006,100.0,1563.3,1565.1,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
SparseSAPD,0.9947007106933,0.9944937408632001,0.9945972257783999,0.8226680987955183,0.9947007106935007,1.0044233056230294,0.19186352168040002,0.32599789276030006,100.0,1563.3,1570.2,1532.7,0.0018539690990429995,0.023532323597260003,1.017312702708,1.0
