,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL10052799,AL00052441,AL00057282,AL00055186,AL00054403,AL00050715,AL00102031,AL00053377,AL00089447,AL10048599,AL00052799,AL10063763,AL10053473,AL00055594,AL10051350,AL00053335,AL00052150,AL10050412,AL00052086,AL10089447,AL20089447,AL00101215,AL00088995,AL00089048,AL10050815,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL10057468,AL00050799,AL00050021,AL10063410,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00051412,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00063410,AL00047861,AL00051984,AL00052141,AL00088696,AL00053701,AL00069381,AL00089800,AL00109622,AL00068994,AL00053697,AL10109622,AL00051971,AL00103575,AL10056276,AL10050712,AL10050335,AL10054446,AL10054592,AL00089623,AL00063412,AL10054814,AL00049599,AL00051913,AL00057413,AL10074933,AL00051713,AL00054253,AL00069117,AL00054814,AL10053335,AL00050464,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL00052317,AL00050475,AL10101215,AL10057491,AL00055723,AL10050464,AL10069117,AL00051392,AL00100877,AL00054790,AL10054593,AL00051906,AL00053473,AL10050155,AL00050331,AL00052113,AL00051306,AL00052821,AL00057492
1-SPFP,0.563706563707,0.834482758621,0.6608811749,0.302076777848,0.627644569817,0.613510520487,0.973706176962,0.744318181818,0.957219251337,0.824444444444,0.721142267332,0.247148288973,0.664772727273,0.78041958042,0.847826086957,0.703846153846,0.560729613734,0.417467248908,0.997372569627,1.0,0.960802972945,0.432544209926,0.200814111262,0.673104923105,0.487494701145,1.0,0.593495934959,0.959302325581,1.0,1.0,0.591137527786,0.787211176787,0.71964017991,0.973607038123,0.716915595693,0.824910764606,0.92471042471,0.916421808684,0.871222076216,0.57280803399,0.690671450538,0.516531322506,0.93566084788,0.941422594142,0.93761077632,0.852272727273,0.935130196437,0.650717703349,0.867480696714,0.853741496599,0.915183867141,0.696629213483,0.894859813084,0.989130434783,0.871532846715,0.575470300696,0.964896489649,0.731800766284,0.496660895375,0.389756722151,0.882623957876,0.595596755504,0.859188544153,0.635514018692,1.0,0.435968034383,0.731563421829,0.551486663752,0.521739130435,0.453808752026,0.702702702703,0.722287047841,0.489010989011,0.131950857751,0.972027972028,0.717533329792,1.0,0.625316455696,0.38649035025,0.830985915493,0.724056603774,0.922090729783,0.943847072879,0.754,0.681262729124,0.879391468005,0.658455943131,0.9088,0.59733135656,0.895905479731,1.0,0.990675990676,0.0499019042123,0.605878186969,0.890196078431,0.703937007874,0.226457399103,0.615810674723,0.761647535449,0.908937605396,0.493798916315,0.865956253505,0.626907352664,0.49118046133,0.416880524665,0.86604227001,0.936559139785,0.645077720207,0.561538461538,0.667273278738,0.977777777778
1-SPFN,0.561538461538,0.834482758621,0.675306957708,0.337315530569,0.650584795322,0.611479028698,0.973706176962,0.758321273517,0.957219251337,0.826280623608,0.702295191824,0.288248337029,0.629032258065,0.760217983651,0.847826086957,0.806167400881,0.56390612355,0.487257900102,0.997372569627,1.0,0.957948391207,0.442773722628,0.239482200647,0.636320622836,0.486052409129,1.0,0.593495934959,0.959302325581,1.0,1.0,0.589684261268,0.795331161781,0.733944954128,0.97503671072,0.71728931364,0.809102634973,0.92471042471,0.927933884298,0.868653783164,0.565598779558,0.672153635117,0.530375223347,0.926419753086,0.941422594142,0.922245467225,0.857142857143,0.934276586034,0.647619047619,0.865718893734,0.886925795053,0.915183867141,0.692737430168,0.892773892774,0.983193277311,0.874084919473,0.584144645341,0.956289027654,0.743190661479,0.503636819664,0.390256410256,0.895991091314,0.614097968937,0.857142857143,0.62817551963,1.0,0.475325816371,0.727272727273,0.531164455675,0.517985611511,0.469798657718,0.692179700499,0.718514219385,0.520467836257,0.0843244209962,0.972027972028,0.718563829787,1.0,0.615960099751,0.3656961212,0.846889952153,0.740651387214,0.923000987167,0.943847072879,0.748758689176,0.696875,0.871163208231,0.669186827957,0.904938927244,0.591282653361,0.854644383988,1.0,0.990675990676,0.0458906435728,0.6893634166,0.890196078431,0.710651828299,0.238770685579,0.589852416321,0.760620364127,0.912013536379,0.488971026589,0.865956253505,0.61172484902,0.505586592179,0.394788361574,0.833004069699,0.936559139785,0.66602980512,0.564796905222,0.669710806697,0.977777777778
SP-Score,0.562622512623,0.834482758621,0.668094066304,0.319696154208,0.639114682569,0.612494774592,0.973706176962,0.751319727667,0.957219251337,0.825362534026,0.711718729578,0.267698313001,0.646902492669,0.770318782035,0.847826086957,0.755006777364,0.562317868642,0.452362574505,0.997372569627,1.0,0.959375682076,0.437658966277,0.220148155955,0.65471277297,0.486773555137,1.0,0.593495934959,0.959302325581,1.0,1.0,0.590410894527,0.791271169284,0.726792567019,0.974321874421,0.717102454667,0.81700669979,0.92471042471,0.922177846491,0.86993792969,0.569203406774,0.681412542827,0.523453272927,0.931040300483,0.941422594142,0.929928121773,0.854707792208,0.934703391235,0.649168375484,0.866599795224,0.870333645826,0.915183867141,0.694683321825,0.893816852929,0.986161856047,0.872808883094,0.579807473018,0.960592758651,0.737495713881,0.500148857519,0.390006566204,0.889307524595,0.60484736222,0.858165700648,0.631844769161,1.0,0.455646925377,0.729418074551,0.541325559713,0.519862370973,0.461803704872,0.697441201601,0.720400633613,0.504739412634,0.108137639373,0.972027972028,0.71804857979,1.0,0.620638277723,0.376093235725,0.838937933823,0.732353995494,0.922545858475,0.943847072879,0.751379344588,0.689068864562,0.875277338118,0.663821385544,0.906869463622,0.594307004961,0.875274931859,1.0,0.990675990676,0.0478962738926,0.647620801784,0.890196078431,0.707294418086,0.232614042341,0.602831545522,0.761133949788,0.910475570888,0.491384971452,0.865956253505,0.619316100842,0.498383526754,0.40583444312,0.849523169855,0.936559139785,0.655553762664,0.56316768338,0.668492042718,0.977777777778
TC,0.15555555555555556,0.6166666666666667,0.5,0.125,0.39855072463768115,0.1118421052631579,0.8846153846153846,0.3282442748091603,0.90625,0.7169811320754716,0.38235294117647056,0.044642857142857144,0.4435483870967742,0.6692307692307692,0.6341463414634146,0.6373626373626373,0.04,0.14666666666666667,0.8125,1.0,0.25,0.11409395973154363,0.025495750708215296,0.06153846153846154,0.09333333333333334,1.0,0.32978723404255317,0.9101123595505618,1.0,1.0,0.10144927536231885,0.47706422018348627,0.29577464788732394,0.8541666666666666,0.3898809523809524,0.4299363057324841,0.7544642857142857,0.6923076923076923,0.47058823529411764,0.03184713375796178,0.14838709677419354,0.1686746987951807,0.8080808080808081,0.9135802469135802,0.8247422680412371,0.7704918032786885,0.4888888888888889,0.5555555555555556,0.542016806722689,0.4880952380952381,0.8061224489795918,0.49230769230769234,0.71875,0.9440559440559441,0.7142857142857143,0.031914893617021274,0.8441558441558441,0.5977011494252874,0.18497109826589594,0.18705035971223022,0.6735966735966736,0.33860045146726864,0.7152777777777778,0.4258064516129032,1.0,0.028846153846153848,0.5409836065573771,0.14106583072100312,0.3584905660377358,0.15,0.21428571428571427,0.5294117647058824,0.45901639344262296,0.0,0.958041958041958,0.10638297872340426,1.0,0.23809523809523808,0.11948051948051948,0.7532467532467533,0.3829787234042553,0.850415512465374,0.8160919540229885,0.32857142857142857,0.35294117647058826,0.3409090909090909,0.21487603305785125,0.7463414634146341,0.17123287671232876,0.5864661654135338,1.0,0.9746835443037974,0.0,0.22926829268292684,0.8202247191011236,0.2777777777777778,0.1437908496732026,0.09836065573770492,0.4049079754601227,0.8507462686567164,0.07604562737642585,0.6231884057971014,0.11547911547911548,0.19090909090909092,0.0851063829787234,0.25,0.7936507936507936,0.2903225806451613,0.14606741573033707,0.2012987012987013,0.9555555555555556
Modeler,0.5637065637065637,0.8344827586206897,0.6608811748998665,0.302076777847703,0.6276445698166432,0.6135105204872646,0.9737061769616027,0.7443181818181818,0.9572192513368984,0.8244444444444444,0.7211422673318424,0.24714828897338403,0.6647727272727273,0.7804195804195804,0.8478260869565217,0.7038461538461539,0.5607296137339056,0.41746724890829695,0.9973725696269049,1.0,0.960802972944813,0.4325442099258414,0.20081411126187246,0.6731049231049231,0.4874947011445528,1.0,0.5934959349593496,0.9593023255813954,1.0,1.0,0.5911375277858316,0.7872111767866738,0.719640179910045,0.9736070381231672,0.7169155956929489,0.824910764606425,0.9247104247104247,0.9164218086842965,0.871222076215506,0.5728080339899575,0.6906714505381856,0.5165313225058005,0.9356608478802992,0.9414225941422594,0.9376107763204538,0.8522727272727273,0.9351301964367291,0.6507177033492823,0.8674806967139522,0.8537414965986394,0.9151838671411625,0.6966292134831461,0.8948598130841121,0.9891304347826086,0.8715328467153285,0.5754703006961932,0.9648964896489649,0.7318007662835249,0.49666089537472174,0.38975672215108836,0.8826239578762615,0.5955967555040557,0.8591885441527446,0.6355140186915887,1.0,0.4359680343831845,0.7315634218289085,0.5514866637516397,0.5217391304347826,0.4538087520259319,0.7027027027027027,0.7222870478413069,0.489010989010989,0.13195085775053872,0.972027972027972,0.7175333297923195,1.0,0.6253164556962025,0.3864903502501787,0.8309859154929577,0.7240566037735849,0.9220907297830375,0.9438470728793309,0.754,0.6812627291242362,0.8793914680050188,0.658455943131096,0.9088,0.5973313565604151,0.8959054797311061,1.0,0.9906759906759907,0.04990190421234853,0.6058781869688386,0.8901960784313725,0.7039370078740157,0.226457399103139,0.6158106747230614,0.761647535449021,0.9089376053962901,0.4937989163154726,0.8659562535053281,0.6269073526636896,0.49118046132971505,0.4168805246649558,0.8660422700104751,0.9365591397849462,0.6450777202072538,0.5615384615384615,0.6672732787382469,0.9777777777777777
Compression,1.0059880239520957,1.0,0.9563106796116505,0.7784431137724551,0.9602649006622517,1.0061728395061729,1.0,1.006993006993007,1.0,1.0061728395061729,1.0833333333333333,0.8487394957983193,1.078740157480315,1.0498220640569396,1.0,0.8503401360544217,0.8562091503267973,0.8229166666666666,1.0,1.0,1.1785714285714286,0.9444444444444444,0.8234234234234235,1.1538461538461537,1.0132450331125828,1.0,1.0,1.0,1.0,1.0,0.9347826086956522,1.0,0.9466666666666667,1.0,1.0289473684210526,1.095505617977528,1.0163265306122449,1.0,1.0833333333333333,0.9621621621621622,1.1631578947368422,0.9488636363636364,1.02020202020202,0.9958246346555324,1.0568720379146919,1.0,1.0545454545454545,1.0123456790123457,1.0307377049180328,0.8981481481481481,1.0,1.0,1.0222222222222221,1.0342465753424657,1.0,0.970873786407767,1.0384615384615385,0.9775280898876404,0.9441860465116279,1.0,0.9668615984405458,0.9680170575692963,1.0,1.019108280254777,1.0,0.7191489361702128,1.0163934426229508,1.024024024024024,1.0151515151515151,0.9606299212598425,1.0232558139534884,1.042857142857143,0.8823529411764706,0.865546218487395,1.0,1.0,1.0,1.0394736842105263,1.038548752834467,0.9759036144578314,0.9380530973451328,1.0,1.0,1.0285714285714285,0.9690721649484536,1.24,0.9504132231404959,1.013953488372093,1.0408163265306123,1.1618497109826589,1.0,1.0,0.7305699481865285,0.7990430622009569,1.0,0.875,0.900497512437811,1.024390243902439,1.0058823529411764,1.0,0.9386281588447654,1.0112359550561798,1.0707762557077625,0.9169811320754717,1.0065934065934066,1.2155172413793103,1.0,0.9696969696969697,0.9956331877729258,1.117283950617284,1.0
Average Pairwise P-Distance,0.584830339321,0.563888888889,0.705501618123,0.73373253493,0.78587196468,0.709053497942,0.765734265734,0.690753690754,0.411458333333,0.716049382716,0.723053181387,0.847338935574,0.51968503937,0.758007117438,0.766666666667,0.795918367347,0.577610842317,0.674603174603,0.782767768124,0.524376417234,0.479415293553,0.676978939724,0.710810810811,0.595913810428,0.769473352255,0.804679802956,0.784153005464,0.624074074074,0.770731707317,0.236842105263,0.715285214536,0.727465986395,0.818666666667,0.344444444444,0.705513784461,0.658105939005,0.62231292517,0.656695156695,0.605291005291,0.559845559846,0.568016194332,0.740868506494,0.447811447811,0.64509394572,0.700157977883,0.737777777778,0.527272727273,0.814814814815,0.635382513661,0.54012345679,0.69184981685,0.859903381643,0.648888888889,0.577625570776,0.482666666667,0.74703628002,0.784615384615,0.786516853933,0.637541528239,0.71047979798,0.452046783626,0.735252309879,0.689692982456,0.855626326964,0.0346666666667,0.60609929078,0.887978142077,0.703521703522,0.757575757576,0.816272965879,0.796899224806,0.788095238095,0.847058823529,0.485623698441,0.622988505747,0.731148867314,0.706793206793,0.74451754386,0.721736313573,0.875502008032,0.727433628319,0.682926829268,0.594318181818,0.808571428571,0.681786941581,0.575355932203,0.687751642297,0.653488372093,0.806555349412,0.572382787412,0.0036036036036,0.383966244726,0.57304835924,0.713861099029,0.696296296296,0.641818181818,0.870646766169,0.652380110758,0.805882352941,0.70243902439,0.65677715786,0.621990369181,0.58648015269,0.719622641509,0.581910397295,0.585449628127,0.680208333333,0.76936026936,0.598253275109,0.677983539095,0.5
Maximum Pairwise P-Distance,0.988023952096,0.8,0.922330097087,0.874251497006,0.870860927152,0.882716049383,1.0,0.867132867133,0.59375,0.83950617284,0.916666666667,0.924369747899,0.779527559055,0.811387900356,0.888888888889,0.925170068027,0.849673202614,0.864583333333,1.0,0.690476190476,0.892857142857,0.875816993464,0.886486486486,0.938461538462,0.94701986755,1.0,0.885245901639,0.866666666667,0.878048780488,0.302631578947,0.876811594203,0.883928571429,0.973333333333,0.541666666667,0.836842105263,0.814606741573,0.751020408163,0.888888888889,0.916666666667,0.924324324324,0.8,0.931818181818,0.838383838384,0.816283924843,0.767772511848,0.853333333333,0.854545454545,0.901234567901,0.829918032787,0.935185185185,0.913461538462,0.884057971014,0.933333333333,0.657534246575,0.752,0.917475728155,0.858974358974,0.887640449438,0.860465116279,0.951388888889,0.834307992203,0.942430703625,0.815789473684,0.936305732484,0.048,0.829787234043,0.967213114754,0.885885885886,0.833333333333,0.905511811024,0.906976744186,0.885714285714,0.929411764706,0.840336134454,0.68275862069,0.907766990291,0.909090909091,0.921052631579,0.893424036281,0.903614457831,0.87610619469,0.772357723577,0.818181818182,0.885714285714,0.876288659794,0.98,0.892561983471,0.758139534884,0.945578231293,0.878612716763,0.00540540540541,0.506329113924,0.79792746114,0.913875598086,0.866666666667,0.925,0.935323383085,0.894308943089,0.882352941176,0.741463414634,0.884476534296,0.876404494382,0.803652968037,0.852830188679,0.894505494505,0.844827586207,0.8125,0.888888888889,0.921397379913,0.827160493827,0.586956521739
Number of Sequences,4,4,4,6,3,6,34,9,4,3,13,4,3,3,4,3,22,7,119,7,95,10,4,53,7,29,3,4,5,3,29,7,5,6,7,7,6,9,21,8,13,8,7,3,6,3,15,3,10,7,7,3,6,4,4,20,6,3,8,11,5,4,4,3,3,16,4,11,3,4,6,6,3,82,3,16,14,4,15,3,5,3,5,6,6,60,13,5,11,10,3,4,25,12,3,11,3,24,5,3,11,8,28,5,13,51,6,9,4,12,4
Reference Length,167,60,206,167,302,162,26,143,32,162,108,119,127,281,45,147,306,96,32,84,56,306,555,65,151,20,122,90,41,76,138,112,75,48,380,356,245,117,36,185,190,176,99,479,211,75,55,81,488,108,104,69,45,146,125,206,78,89,215,144,513,469,152,157,125,235,61,333,66,127,43,140,85,119,145,206,22,152,441,83,113,369,88,70,97,50,121,215,147,173,185,79,386,209,180,40,201,123,170,205,277,89,438,265,455,116,64,99,229,162,46
