,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL10052799,AL00052441,AL00057282,AL00055186,AL00054403,AL00050715,AL00102031,AL00053377,AL00089447,AL10048599,AL00052799,AL10063763,AL10053473,AL00055594,AL10051350,AL00053335,AL00052150,AL10050412,AL00052086,AL10089447,AL20089447,AL00101215,AL00088995,AL00089048,AL10050815,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL10057468,AL00050799,AL00050021,AL10063410,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00051412,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00063410,AL00047861,AL00051984,AL00052141,AL00088696,AL00053701,AL00069381,AL00089800,AL00109622,AL00068994,AL00053697,AL10109622,AL00051971,AL00103575,AL10056276,AL10050712,AL10050335,AL10054446,AL10054592,AL00089623,AL00063412,AL10054814,AL00049599,AL00051913,AL00057413,AL10074933,AL00051713,AL00054253,AL00069117,AL00054814,AL10053335,AL00050464,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL00052317,AL00050475,AL10101215,AL10057491,AL00055723,AL10050464,AL10069117,AL00051392,AL00100877,AL00054790,AL10054593,AL00051906,AL00053473,AL10050155,AL00050331,AL00052113,AL00051306,AL00052821,AL00057492
1-SPFP,0.563706563707,0.834482758621,0.657789613848,0.302076777848,0.627644569817,0.589856670342,0.973706176962,0.744318181818,0.957219251337,0.824444444444,0.694941500344,0.247148288973,0.664772727273,0.775,0.73275862069,0.642857142857,0.557619520576,0.377455166524,0.997372569627,1.0,0.948930794911,0.426285228721,0.200814111262,0.662387763389,0.487494701145,1.0,0.561538461538,0.959302325581,1.0,1.0,0.541172299693,0.787211176787,0.71964017991,0.973607038123,0.713988919668,0.827952976302,0.925377935027,0.916421808684,0.871222076216,0.53718384296,0.638966658183,0.503763752171,0.93566084788,0.941422594142,0.93761077632,0.852272727273,0.935130196437,0.685714285714,0.867655857365,0.853741496599,0.915183867141,0.696629213483,0.894859813084,0.989130434783,0.871532846715,0.557369143451,0.964959568733,0.731800766284,0.49519586105,0.389756722151,0.882623957876,0.600457927876,0.859188544153,0.688221709007,1.0,0.436303807669,0.731563421829,0.503215434084,0.521739130435,0.453808752026,0.702702702703,0.725364431487,0.494565217391,0.131950857751,0.972027972028,0.717533329792,1.0,0.643216080402,0.360534759358,0.830985915493,0.732394366197,0.922090729783,0.943847072879,0.754,0.716463414634,0.879391468005,0.658455943131,0.9088,0.556663245858,0.877352882901,1.0,0.990675990676,0.0499019042123,0.608182997288,0.890196078431,0.703937007874,0.226457399103,0.608880656788,0.761647535449,0.908937605396,0.493798916315,0.865956253505,0.624383138491,0.49460916442,0.418703808982,0.86604227001,0.936559139785,0.662730627306,0.548571428571,0.66864807194,0.977777777778
1-SPFN,0.561538461538,0.834482758621,0.673942701228,0.337315530569,0.650584795322,0.590507726269,0.973706176962,0.758321273517,0.957219251337,0.826280623608,0.676662757581,0.288248337029,0.629032258065,0.760217983651,0.739130434783,0.753303964758,0.560372268681,0.450560652396,0.997372569627,1.0,0.946860672881,0.439416058394,0.239482200647,0.6314600942,0.486052409129,1.0,0.593495934959,0.959302325581,1.0,1.0,0.551867919981,0.795331161781,0.733944954128,0.97503671072,0.716594265856,0.817578772803,0.925675675676,0.927933884298,0.868653783164,0.542715484363,0.626137922434,0.518165574747,0.926419753086,0.941422594142,0.922245467225,0.857142857143,0.934276586034,0.685714285714,0.866256496028,0.886925795053,0.915183867141,0.692737430168,0.892773892774,0.983193277311,0.874084919473,0.564785926399,0.958073148974,0.743190661479,0.504138449962,0.390256410256,0.895991091314,0.626642771804,0.857142857143,0.688221709007,1.0,0.475691902182,0.727272727273,0.494314592546,0.517985611511,0.469798657718,0.692179700499,0.721996517702,0.53216374269,0.0843244209962,0.972027972028,0.718563829787,1.0,0.638403990025,0.34199046363,0.846889952153,0.75271411339,0.923000987167,0.943847072879,0.748758689176,0.734375,0.871163208231,0.669186827957,0.904938927244,0.557235104197,0.860474154683,1.0,0.990675990676,0.0458906435728,0.692720923986,0.890196078431,0.710651828299,0.238770685579,0.586621008971,0.760620364127,0.912013536379,0.488971026589,0.865956253505,0.610350076104,0.512569832402,0.397758725444,0.833004069699,0.936559139785,0.686282002293,0.557059961315,0.667732115677,0.977777777778
SP-Score,0.562622512623,0.834482758621,0.665866157538,0.319696154208,0.639114682569,0.590182198306,0.973706176962,0.751319727667,0.957219251337,0.825362534026,0.685802128962,0.267698313001,0.646902492669,0.767608991826,0.735944527736,0.698080553807,0.558995894628,0.41400790946,0.997372569627,1.0,0.947895733896,0.432850643558,0.220148155955,0.646923928795,0.486773555137,1.0,0.577517198249,0.959302325581,1.0,1.0,0.546520109837,0.791271169284,0.726792567019,0.974321874421,0.715291592762,0.822765874552,0.925526805352,0.922177846491,0.86993792969,0.539949663661,0.632552290308,0.510964663459,0.931040300483,0.941422594142,0.929928121773,0.854707792208,0.934703391235,0.685714285714,0.866956176696,0.870333645826,0.915183867141,0.694683321825,0.893816852929,0.986161856047,0.872808883094,0.561077534925,0.961516358854,0.737495713881,0.499667155506,0.390006566204,0.889307524595,0.61355034984,0.858165700648,0.688221709007,1.0,0.455997854925,0.729418074551,0.498765013315,0.519862370973,0.461803704872,0.697441201601,0.723680474594,0.513364480041,0.108137639373,0.972027972028,0.71804857979,1.0,0.640810035213,0.351262611494,0.838937933823,0.742554239793,0.922545858475,0.943847072879,0.751379344588,0.725419207317,0.875277338118,0.663821385544,0.906869463622,0.556949175028,0.868913518792,1.0,0.990675990676,0.0478962738926,0.650451960637,0.890196078431,0.707294418086,0.232614042341,0.597750832879,0.761133949788,0.910475570888,0.491384971452,0.865956253505,0.617366607297,0.503589498411,0.408231267213,0.849523169855,0.936559139785,0.674506314799,0.552815694943,0.668190093809,0.977777777778
TC,0.15555555555555556,0.6166666666666667,0.49473684210526314,0.125,0.39855072463768115,0.10526315789473684,0.8846153846153846,0.3282442748091603,0.90625,0.7169811320754716,0.3333333333333333,0.044642857142857144,0.4435483870967742,0.6692307692307692,0.4878048780487805,0.5164835164835165,0.04,0.13333333333333333,0.8125,1.0,0.25,0.11409395973154363,0.025495750708215296,0.09230769230769231,0.09333333333333334,1.0,0.32978723404255317,0.9101123595505618,1.0,1.0,0.10144927536231885,0.47706422018348627,0.29577464788732394,0.8541666666666666,0.39880952380952384,0.43312101910828027,0.7544642857142857,0.6923076923076923,0.47058823529411764,0.006369426751592357,0.16129032258064516,0.1686746987951807,0.8080808080808081,0.9135802469135802,0.8247422680412371,0.7704918032786885,0.4888888888888889,0.6111111111111112,0.542016806722689,0.4880952380952381,0.8061224489795918,0.49230769230769234,0.71875,0.9440559440559441,0.7142857142857143,0.031914893617021274,0.8441558441558441,0.5977011494252874,0.18497109826589594,0.18705035971223022,0.6735966735966736,0.3544018058690745,0.7152777777777778,0.5032258064516129,1.0,0.028846153846153848,0.5409836065573771,0.15047021943573669,0.3584905660377358,0.15,0.21428571428571427,0.5367647058823529,0.47540983606557374,0.0,0.958041958041958,0.10638297872340426,1.0,0.2653061224489796,0.11948051948051948,0.7532467532467533,0.3829787234042553,0.850415512465374,0.8160919540229885,0.32857142857142857,0.4235294117647059,0.3409090909090909,0.21487603305785125,0.7463414634146341,0.17123287671232876,0.5864661654135338,1.0,0.9746835443037974,0.0,0.22926829268292684,0.8202247191011236,0.2777777777777778,0.1437908496732026,0.09836065573770492,0.4049079754601227,0.8507462686567164,0.07604562737642585,0.6231884057971014,0.11547911547911548,0.2,0.0911854103343465,0.25,0.7936507936507936,0.2903225806451613,0.14606741573033707,0.2532467532467532,0.9555555555555556
Modeler,0.5637065637065637,0.8344827586206897,0.6577896138482024,0.302076777847703,0.6276445698166432,0.5898566703417861,0.9737061769616027,0.7443181818181818,0.9572192513368984,0.8244444444444444,0.6949415003441156,0.24714828897338403,0.6647727272727273,0.775,0.7327586206896551,0.6428571428571429,0.5576195205755241,0.3774551665243382,0.9973725696269049,1.0,0.9489307949111252,0.4262852287211443,0.20081411126187246,0.6623877633894328,0.4874947011445528,1.0,0.5615384615384615,0.9593023255813954,1.0,1.0,0.541172299692744,0.7872111767866738,0.719640179910045,0.9736070381231672,0.71398891966759,0.8279529763015488,0.92537793502734,0.9164218086842965,0.871222076215506,0.5371838429596074,0.6389666581827437,0.5037637521713955,0.9356608478802992,0.9414225941422594,0.9376107763204538,0.8522727272727273,0.9351301964367291,0.6857142857142857,0.8676558573650832,0.8537414965986394,0.9151838671411625,0.6966292134831461,0.8948598130841121,0.9891304347826086,0.8715328467153285,0.5573691434506807,0.9649595687331537,0.7318007662835249,0.49519586104951957,0.38975672215108836,0.8826239578762615,0.6004579278763594,0.8591885441527446,0.6882217090069284,1.0,0.43630380766906185,0.7315634218289085,0.5032154340836013,0.5217391304347826,0.4538087520259319,0.7027027027027027,0.7253644314868805,0.4945652173913043,0.13195085775053872,0.972027972027972,0.7175333297923195,1.0,0.6432160804020101,0.36053475935828877,0.8309859154929577,0.7323943661971831,0.9220907297830375,0.9438470728793309,0.754,0.7164634146341463,0.8793914680050188,0.658455943131096,0.9088,0.5566632458583786,0.8773528829007331,1.0,0.9906759906759907,0.04990190421234853,0.6081829972880557,0.8901960784313725,0.7039370078740157,0.226457399103139,0.6088806567881457,0.761647535449021,0.9089376053962901,0.4937989163154726,0.8659562535053281,0.6243831384909024,0.4946091644204852,0.41870380898237636,0.8660422700104751,0.9365591397849462,0.6627306273062731,0.5485714285714286,0.668648071940253,0.9777777777777777
Compression,1.0059880239520957,1.0,0.9514563106796117,0.7784431137724551,0.9602649006622517,0.9938271604938271,1.0,1.006993006993007,1.0,1.0061728395061729,1.037037037037037,0.8487394957983193,1.078740157480315,1.0320284697508897,0.9777777777777777,0.8095238095238095,0.8529411764705882,0.7395833333333334,1.0,1.0,1.1607142857142858,0.9215686274509803,0.8234234234234235,1.1384615384615384,1.0132450331125828,1.0,0.9426229508196722,1.0,1.0,1.0,0.8985507246376812,1.0,0.9466666666666667,1.0,1.0,1.0561797752808988,1.0122448979591836,1.0,1.0833333333333333,0.9351351351351351,1.0947368421052632,0.9431818181818182,1.02020202020202,0.9958246346555324,1.0568720379146919,1.0,1.0545454545454545,1.0,1.0225409836065573,0.8981481481481481,1.0,1.0,1.0222222222222221,1.0342465753424657,1.0,0.9660194174757282,1.0256410256410255,0.9775280898876404,0.9302325581395349,1.0,0.9668615984405458,0.9530916844349681,1.0,1.0063694267515924,1.0,0.7191489361702128,1.0163934426229508,0.9819819819819819,1.0151515151515151,0.9606299212598425,1.0232558139534884,1.0357142857142858,0.8705882352941177,0.865546218487395,1.0,1.0,1.0,1.019736842105263,1.0249433106575965,0.9759036144578314,0.9292035398230089,1.0,1.0,1.0285714285714285,0.9484536082474226,1.24,0.9504132231404959,1.013953488372093,1.0068027210884354,1.0867052023121386,1.0,1.0,0.7305699481865285,0.7942583732057417,1.0,0.875,0.900497512437811,0.983739837398374,1.0058823529411764,1.0,0.9386281588447654,1.0112359550561798,1.0616438356164384,0.9018867924528302,1.0021978021978022,1.2155172413793103,1.0,0.9494949494949495,0.9737991266375546,1.0061728395061729,1.0
Average Pairwise P-Distance,0.584830339321,0.563888888889,0.705501618123,0.73373253493,0.78587196468,0.709053497942,0.765734265734,0.690753690754,0.411458333333,0.716049382716,0.723053181387,0.847338935574,0.51968503937,0.758007117438,0.766666666667,0.795918367347,0.577610842317,0.674603174603,0.782767768124,0.524376417234,0.479415293553,0.676978939724,0.710810810811,0.595913810428,0.769473352255,0.804679802956,0.784153005464,0.624074074074,0.770731707317,0.236842105263,0.715285214536,0.727465986395,0.818666666667,0.344444444444,0.705513784461,0.658105939005,0.62231292517,0.656695156695,0.605291005291,0.559845559846,0.568016194332,0.740868506494,0.447811447811,0.64509394572,0.700157977883,0.737777777778,0.527272727273,0.814814814815,0.635382513661,0.54012345679,0.69184981685,0.859903381643,0.648888888889,0.577625570776,0.482666666667,0.74703628002,0.784615384615,0.786516853933,0.637541528239,0.71047979798,0.452046783626,0.735252309879,0.689692982456,0.855626326964,0.0346666666667,0.60609929078,0.887978142077,0.703521703522,0.757575757576,0.816272965879,0.796899224806,0.788095238095,0.847058823529,0.485623698441,0.622988505747,0.731148867314,0.706793206793,0.74451754386,0.721736313573,0.875502008032,0.727433628319,0.682926829268,0.594318181818,0.808571428571,0.681786941581,0.575355932203,0.687751642297,0.653488372093,0.806555349412,0.572382787412,0.0036036036036,0.383966244726,0.57304835924,0.713861099029,0.696296296296,0.641818181818,0.870646766169,0.652380110758,0.805882352941,0.70243902439,0.65677715786,0.621990369181,0.58648015269,0.719622641509,0.581910397295,0.585449628127,0.680208333333,0.76936026936,0.598253275109,0.677983539095,0.5
Maximum Pairwise P-Distance,0.988023952096,0.8,0.922330097087,0.874251497006,0.870860927152,0.882716049383,1.0,0.867132867133,0.59375,0.83950617284,0.916666666667,0.924369747899,0.779527559055,0.811387900356,0.888888888889,0.925170068027,0.849673202614,0.864583333333,1.0,0.690476190476,0.892857142857,0.875816993464,0.886486486486,0.938461538462,0.94701986755,1.0,0.885245901639,0.866666666667,0.878048780488,0.302631578947,0.876811594203,0.883928571429,0.973333333333,0.541666666667,0.836842105263,0.814606741573,0.751020408163,0.888888888889,0.916666666667,0.924324324324,0.8,0.931818181818,0.838383838384,0.816283924843,0.767772511848,0.853333333333,0.854545454545,0.901234567901,0.829918032787,0.935185185185,0.913461538462,0.884057971014,0.933333333333,0.657534246575,0.752,0.917475728155,0.858974358974,0.887640449438,0.860465116279,0.951388888889,0.834307992203,0.942430703625,0.815789473684,0.936305732484,0.048,0.829787234043,0.967213114754,0.885885885886,0.833333333333,0.905511811024,0.906976744186,0.885714285714,0.929411764706,0.840336134454,0.68275862069,0.907766990291,0.909090909091,0.921052631579,0.893424036281,0.903614457831,0.87610619469,0.772357723577,0.818181818182,0.885714285714,0.876288659794,0.98,0.892561983471,0.758139534884,0.945578231293,0.878612716763,0.00540540540541,0.506329113924,0.79792746114,0.913875598086,0.866666666667,0.925,0.935323383085,0.894308943089,0.882352941176,0.741463414634,0.884476534296,0.876404494382,0.803652968037,0.852830188679,0.894505494505,0.844827586207,0.8125,0.888888888889,0.921397379913,0.827160493827,0.586956521739
Number of Sequences,4,4,4,6,3,6,34,9,4,3,13,4,3,3,4,3,22,7,119,7,95,10,4,53,7,29,3,4,5,3,29,7,5,6,7,7,6,9,21,8,13,8,7,3,6,3,15,3,10,7,7,3,6,4,4,20,6,3,8,11,5,4,4,3,3,16,4,11,3,4,6,6,3,82,3,16,14,4,15,3,5,3,5,6,6,60,13,5,11,10,3,4,25,12,3,11,3,24,5,3,11,8,28,5,13,51,6,9,4,12,4
Reference Length,167,60,206,167,302,162,26,143,32,162,108,119,127,281,45,147,306,96,32,84,56,306,555,65,151,20,122,90,41,76,138,112,75,48,380,356,245,117,36,185,190,176,99,479,211,75,55,81,488,108,104,69,45,146,125,206,78,89,215,144,513,469,152,157,125,235,61,333,66,127,43,140,85,119,145,206,22,152,441,83,113,369,88,70,97,50,121,215,147,173,185,79,386,209,180,40,201,123,170,205,277,89,438,265,455,116,64,99,229,162,46
