,AL10051306,AL10063562,AL00050685,AL10050875,AL00056276,AL00052787,AL10052799,AL00052441,AL00057282,AL00055186,AL00054403,AL00050715,AL00102031,AL00053377,AL00089447,AL10048599,AL00052799,AL10063763,AL10053473,AL00055594,AL10051350,AL00053335,AL00052150,AL10050412,AL00052086,AL10089447,AL20089447,AL00101215,AL00088995,AL00089048,AL10050815,AL00054407,AL10047861,AL00100897,AL00053614,AL00051934,AL00069394,AL00050465,AL10057468,AL00050799,AL00050021,AL10063410,AL00054097,AL00051931,AL00069572,AL00063763,AL00057468,AL00082614,AL00051412,AL00055593,AL00063492,AL00074653,AL10050021,AL00064294,AL00050876,AL00063410,AL00047861,AL00051984,AL00052141,AL00088696,AL00053701,AL00069381,AL00089800,AL00109622,AL00068994,AL00053697,AL10109622,AL00051971,AL00103575,AL10056276,AL10050712,AL10050335,AL10054446,AL10054592,AL00089623,AL00063412,AL10054814,AL00049599,AL00051913,AL00057413,AL10074933,AL00051713,AL00054253,AL00069117,AL00054814,AL10053335,AL00050464,AL00053354,AL00047305,AL10051367,AL00056022,AL00055637,AL00052317,AL00050475,AL10101215,AL10057491,AL00055723,AL10050464,AL10069117,AL00051392,AL00100877,AL00054790,AL10054593,AL00051906,AL00053473,AL10050155,AL00050331,AL00052113,AL00051306,AL00052821,AL00057492
1-SPFP,0.756756756757,0.972413793103,0.580732700136,0.281229980782,0.5935302391,0.713325867861,0.82909015025,0.675170068027,1.0,0.828193832599,0.71829105474,0.405349794239,0.681818181818,0.885402455662,0.831896551724,0.576131687243,0.626894091775,0.396325459318,0.997372569627,1.0,0.806622516556,0.514568680924,0.19031377899,0.705024760929,0.55864978903,1.0,0.626923076923,0.988372093023,1.0,1.0,0.658551647151,0.875201721356,0.739910313901,0.973607038123,0.663914688682,0.88517975055,0.913266945069,0.898960363873,0.85542560104,0.71736619176,0.691060903733,0.512093162138,0.962469135802,0.952083333333,0.968325791855,0.784090909091,0.955956184391,0.668269230769,0.857423736892,0.799319727891,0.951306413302,0.629834254144,0.964953271028,0.992797118848,0.882778581766,0.692495559503,0.972370766488,0.731800766284,0.518681318681,0.45002589332,0.899517332163,0.573472757292,0.854415274463,0.578341013825,1.0,0.540494048029,0.643274853801,0.505911704089,0.58273381295,0.477049180328,0.948419301165,0.762839007501,0.511627906977,0.558901509705,0.97668997669,0.75457740937,1.0,0.721945137157,0.410664998344,0.760563380282,0.914560770156,0.943786982249,0.863095238095,0.754716981132,0.680765357503,0.938310067645,0.680073431242,0.879109225875,0.661657491445,0.90230558812,1.0,0.990675990676,0.573244332601,0.625649076199,0.949019607843,0.730486008837,0.392018779343,0.677024027791,0.812080536913,0.913996627319,0.539456813148,0.88042269188,0.69448513302,0.576682859126,0.462140221402,0.917637902328,0.931182795699,0.665928386859,0.781431334623,0.681925575901,0.966666666667
1-SPFN,0.753846153846,0.972413793103,0.583901773533,0.308503162333,0.616959064327,0.703090507726,0.82909015025,0.689435600579,1.0,0.837416481069,0.72105880382,0.436807095344,0.645161290323,0.884196185286,0.839130434783,0.616740088106,0.63056379822,0.461773700306,0.997372569627,1.0,0.814001966841,0.523357664234,0.22572815534,0.710346904101,0.559594251902,1.0,0.662601626016,0.988372093023,1.0,1.0,0.668281513618,0.883279044517,0.756880733945,0.97503671072,0.670721112076,0.889257416621,0.914736164736,0.914710743802,0.862430396331,0.710526315789,0.701833146278,0.510720667064,0.962469135802,0.956066945607,0.970013947001,0.788571428571,0.955956184391,0.661904761905,0.859626067738,0.83038869258,0.950177935943,0.63687150838,0.962703962704,0.992797118848,0.893118594436,0.703454497613,0.973238180196,0.743190661479,0.532731376975,0.445641025641,0.913140311804,0.622461170848,0.852380952381,0.579676674365,1.0,0.575120808317,0.645161290323,0.491050747526,0.58273381295,0.488255033557,0.948419301165,0.767266395821,0.514619883041,0.579325762318,0.97668997669,0.765053191489,1.0,0.721945137157,0.377362956951,0.775119617225,0.916767189385,0.944718657453,0.866188769415,0.754716981132,0.704166666667,0.941079998619,0.684643817204,0.880509824748,0.652626944526,0.897396035756,1.0,0.990675990676,0.570555272542,0.695809830782,0.949019607843,0.788553259141,0.394799054374,0.676762805054,0.815913688469,0.917089678511,0.551806366997,0.887829500841,0.680905386164,0.58030726257,0.422736785256,0.920058082105,0.931182795699,0.689338937715,0.781431334623,0.702891933029,0.966666666667
SP-Score,0.755301455301,0.972413793103,0.582317236835,0.294866571557,0.605244651714,0.708208187794,0.82909015025,0.682302834303,1.0,0.832805156834,0.71967492928,0.421078444791,0.66348973607,0.884799320474,0.835513493253,0.596435887674,0.628728944997,0.429049579812,0.997372569627,1.0,0.810312241699,0.518963172579,0.208020967165,0.707685832515,0.559122020466,1.0,0.64476235147,0.988372093023,1.0,1.0,0.663416580384,0.879240382936,0.748395523923,0.974321874421,0.667317900379,0.887218583585,0.914001554903,0.906835553837,0.858927998686,0.713946253775,0.696447025005,0.511406914601,0.962469135802,0.95407513947,0.969169869428,0.786331168831,0.955956184391,0.665086996337,0.858524902315,0.814854210235,0.950742174622,0.633352881262,0.963828616866,0.992797118848,0.887948588101,0.697975028558,0.972804473342,0.737495713881,0.525706347828,0.44783345948,0.906328821984,0.59796696407,0.853398113422,0.579008844095,1.0,0.557807428173,0.644218072062,0.498481225808,0.58273381295,0.482652106942,0.948419301165,0.765052701661,0.513123895009,0.569113636012,0.97668997669,0.75981530043,1.0,0.721945137157,0.394013977648,0.767841498753,0.915663979771,0.944252819851,0.864642003755,0.754716981132,0.692466012085,0.939695033132,0.682358624223,0.879809525311,0.657142217985,0.899850811938,1.0,0.990675990676,0.571899802572,0.66072945349,0.949019607843,0.759519633989,0.393408916858,0.676893416423,0.813997112691,0.915543152915,0.545631590072,0.884126096361,0.687695259592,0.578495060848,0.442438503329,0.918847992217,0.931182795699,0.677633662287,0.781431334623,0.692408754465,0.966666666667
TC,0.5333333333333333,0.9333333333333333,0.2631578947368421,0.11029411764705882,0.34782608695652173,0.2236842105263158,0.46153846153846156,0.1297709923664122,1.0,0.7295597484276729,0.37254901960784315,0.13392857142857142,0.46774193548387094,0.8,0.6585365853658537,0.4065934065934066,0.04,0.14666666666666667,0.8125,1.0,0.25,0.1040268456375839,0.028328611898016998,0.13846153846153847,0.26,1.0,0.44680851063829785,0.9775280898876404,1.0,1.0,0.16666666666666666,0.6513761467889908,0.323943661971831,0.8541666666666666,0.33630952380952384,0.6369426751592356,0.6964285714285714,0.6068376068376068,0.47058823529411764,0.1592356687898089,0.2838709677419355,0.15060240963855423,0.8787878787878788,0.9197530864197531,0.9381443298969072,0.6721311475409836,0.6666666666666666,0.5555555555555556,0.4810924369747899,0.2976190476190476,0.8673469387755102,0.49230769230769234,0.84375,0.9790209790209791,0.7310924369747899,0.18617021276595744,0.8961038961038961,0.5977011494252874,0.23699421965317918,0.11510791366906475,0.7172557172557172,0.291196388261851,0.7361111111111112,0.34838709677419355,1.0,0.052884615384615384,0.32786885245901637,0.11598746081504702,0.4339622641509434,0.11666666666666667,0.8333333333333334,0.5367647058823529,0.45901639344262296,0.14414414414414414,0.965034965034965,0.16489361702127658,1.0,0.3945578231292517,0.12727272727272726,0.6493506493506493,0.7340425531914894,0.8919667590027701,0.632183908045977,0.35714285714285715,0.43529411764705883,0.4318181818181818,0.2644628099173554,0.7414634146341463,0.2876712328767123,0.631578947368421,1.0,0.9746835443037974,0.05352112676056338,0.23902439024390243,0.9157303370786517,0.3888888888888889,0.2549019607843137,0.16393442622950818,0.558282208588957,0.8606965174129353,0.07224334600760456,0.5942028985507246,0.14496314496314497,0.2409090909090909,0.10638297872340426,0.38461538461538464,0.7619047619047619,0.3118279569892473,0.5730337078651685,0.16883116883116883,0.9333333333333333
Modeler,0.7567567567567568,0.9724137931034482,0.5807327001356852,0.2812299807815503,0.5935302390998594,0.7133258678611423,0.8290901502504173,0.6751700680272109,1.0,0.8281938325991189,0.7182910547396528,0.4053497942386831,0.6818181818181818,0.8854024556616644,0.8318965517241379,0.5761316872427984,0.6268940917746131,0.3963254593175853,0.9973725696269049,1.0,0.8066225165562914,0.5145686809243577,0.1903137789904502,0.7050247609289617,0.5586497890295359,1.0,0.6269230769230769,0.9883720930232558,1.0,1.0,0.6585516471510343,0.8752017213555675,0.7399103139013453,0.9736070381231672,0.6639146886824906,0.8851797505502568,0.9132669450690653,0.8989603638726446,0.8554256010396362,0.7173661917597227,0.6910609037328095,0.5120931621379516,0.9624691358024692,0.9520833333333333,0.9683257918552036,0.7840909090909091,0.9559561843906892,0.6682692307692307,0.8574237368922784,0.7993197278911565,0.9513064133016627,0.6298342541436464,0.9649532710280374,0.992797118847539,0.8827785817655571,0.6924955595026643,0.9723707664884136,0.7318007662835249,0.5186813186813187,0.4500258933195236,0.8995173321632295,0.57347275729224,0.8544152744630071,0.5783410138248848,1.0,0.5404940480286246,0.6432748538011696,0.5059117040893806,0.5827338129496403,0.47704918032786886,0.9484193011647255,0.7628390075014426,0.5116279069767442,0.558901509705248,0.9766899766899767,0.7545774093699177,1.0,0.7219451371571073,0.4106649983439444,0.7605633802816901,0.914560770156438,0.9437869822485208,0.8630952380952381,0.7547169811320755,0.6807653575025177,0.9383100676454894,0.6800734312416555,0.8791092258748674,0.6616574914447255,0.9023055881203595,1.0,0.9906759906759907,0.5732443326011388,0.6256490761985267,0.9490196078431372,0.7304860088365243,0.392018779342723,0.6770240277911802,0.8120805369127517,0.9139966273187183,0.5394568131483856,0.8804226918798665,0.6944851330203443,0.5766828591256072,0.462140221402214,0.91763790232801,0.9311827956989247,0.6659283868586194,0.781431334622824,0.6819255759007679,0.9666666666666667
Compression,0.9940119760479041,1.0,0.9368932038834952,0.8323353293413174,0.956953642384106,1.0740740740740742,1.0,1.006993006993007,1.0,0.9938271604938271,1.0,0.9159663865546218,1.078740157480315,1.0,0.9777777777777777,0.9251700680272109,0.9836601307189542,0.8333333333333334,1.0,1.0,0.9642857142857143,1.1176470588235294,0.8522522522522522,1.123076923076923,1.0662251655629138,1.0,0.9426229508196722,1.0,1.0,1.0,1.0,0.9910714285714286,0.9466666666666667,1.0,0.9710526315789474,0.9831460674157303,1.0408163265306123,0.9658119658119658,0.9722222222222222,1.308108108108108,0.9578947368421052,1.1193181818181819,1.0,0.9916492693110647,0.995260663507109,1.0,1.0,1.0246913580246915,1.0122950819672132,0.8981481481481481,1.0096153846153846,1.0,1.0222222222222221,1.0,0.984,1.0485436893203883,1.0,0.9775280898876404,0.958139534883721,1.0486111111111112,0.9668615984405458,0.9232409381663113,1.0,1.0,1.0,0.8723404255319149,1.0163934426229508,1.054054054054054,1.0,1.0,1.0,1.0142857142857142,0.9176470588235294,1.0756302521008403,1.0,1.0145631067961165,1.0,1.0,1.124716553287982,0.9759036144578314,1.0,1.0,1.0,1.0,0.9587628865979382,1.04,0.9669421487603306,1.0,1.0816326530612246,1.1098265895953756,1.0,1.0,1.2020725388601037,0.84688995215311,1.0,0.85,0.9651741293532339,1.0406504065040652,0.9823529411764705,1.0,1.0830324909747293,1.0,1.1461187214611872,0.9245283018867925,1.2087912087912087,1.043103448275862,1.0,0.9595959595959596,1.0,0.9382716049382716,1.0
Average Pairwise P-Distance,0.584830339321,0.563888888889,0.705501618123,0.73373253493,0.78587196468,0.709053497942,0.765734265734,0.690753690754,0.411458333333,0.716049382716,0.723053181387,0.847338935574,0.51968503937,0.758007117438,0.766666666667,0.795918367347,0.577610842317,0.674603174603,0.782767768124,0.524376417234,0.479415293553,0.676978939724,0.710810810811,0.595913810428,0.769473352255,0.804679802956,0.784153005464,0.624074074074,0.770731707317,0.236842105263,0.715285214536,0.727465986395,0.818666666667,0.344444444444,0.705513784461,0.658105939005,0.62231292517,0.656695156695,0.605291005291,0.559845559846,0.568016194332,0.740868506494,0.447811447811,0.64509394572,0.700157977883,0.737777777778,0.527272727273,0.814814814815,0.635382513661,0.54012345679,0.69184981685,0.859903381643,0.648888888889,0.577625570776,0.482666666667,0.74703628002,0.784615384615,0.786516853933,0.637541528239,0.71047979798,0.452046783626,0.735252309879,0.689692982456,0.855626326964,0.0346666666667,0.60609929078,0.887978142077,0.703521703522,0.757575757576,0.816272965879,0.796899224806,0.788095238095,0.847058823529,0.485623698441,0.622988505747,0.731148867314,0.706793206793,0.74451754386,0.721736313573,0.875502008032,0.727433628319,0.682926829268,0.594318181818,0.808571428571,0.681786941581,0.575355932203,0.687751642297,0.653488372093,0.806555349412,0.572382787412,0.0036036036036,0.383966244726,0.57304835924,0.713861099029,0.696296296296,0.641818181818,0.870646766169,0.652380110758,0.805882352941,0.70243902439,0.65677715786,0.621990369181,0.58648015269,0.719622641509,0.581910397295,0.585449628127,0.680208333333,0.76936026936,0.598253275109,0.677983539095,0.5
Maximum Pairwise P-Distance,0.988023952096,0.8,0.922330097087,0.874251497006,0.870860927152,0.882716049383,1.0,0.867132867133,0.59375,0.83950617284,0.916666666667,0.924369747899,0.779527559055,0.811387900356,0.888888888889,0.925170068027,0.849673202614,0.864583333333,1.0,0.690476190476,0.892857142857,0.875816993464,0.886486486486,0.938461538462,0.94701986755,1.0,0.885245901639,0.866666666667,0.878048780488,0.302631578947,0.876811594203,0.883928571429,0.973333333333,0.541666666667,0.836842105263,0.814606741573,0.751020408163,0.888888888889,0.916666666667,0.924324324324,0.8,0.931818181818,0.838383838384,0.816283924843,0.767772511848,0.853333333333,0.854545454545,0.901234567901,0.829918032787,0.935185185185,0.913461538462,0.884057971014,0.933333333333,0.657534246575,0.752,0.917475728155,0.858974358974,0.887640449438,0.860465116279,0.951388888889,0.834307992203,0.942430703625,0.815789473684,0.936305732484,0.048,0.829787234043,0.967213114754,0.885885885886,0.833333333333,0.905511811024,0.906976744186,0.885714285714,0.929411764706,0.840336134454,0.68275862069,0.907766990291,0.909090909091,0.921052631579,0.893424036281,0.903614457831,0.87610619469,0.772357723577,0.818181818182,0.885714285714,0.876288659794,0.98,0.892561983471,0.758139534884,0.945578231293,0.878612716763,0.00540540540541,0.506329113924,0.79792746114,0.913875598086,0.866666666667,0.925,0.935323383085,0.894308943089,0.882352941176,0.741463414634,0.884476534296,0.876404494382,0.803652968037,0.852830188679,0.894505494505,0.844827586207,0.8125,0.888888888889,0.921397379913,0.827160493827,0.586956521739
Number of Sequences,4,4,4,6,3,6,34,9,4,3,13,4,3,3,4,3,22,7,119,7,95,10,4,53,7,29,3,4,5,3,29,7,5,6,7,7,6,9,21,8,13,8,7,3,6,3,15,3,10,7,7,3,6,4,4,20,6,3,8,11,5,4,4,3,3,16,4,11,3,4,6,6,3,82,3,16,14,4,15,3,5,3,5,6,6,60,13,5,11,10,3,4,25,12,3,11,3,24,5,3,11,8,28,5,13,51,6,9,4,12,4
Reference Length,167,60,206,167,302,162,26,143,32,162,108,119,127,281,45,147,306,96,32,84,56,306,555,65,151,20,122,90,41,76,138,112,75,48,380,356,245,117,36,185,190,176,99,479,211,75,55,81,488,108,104,69,45,146,125,206,78,89,215,144,513,469,152,157,125,235,61,333,66,127,43,140,85,119,145,206,22,152,441,83,113,369,88,70,97,50,121,215,147,173,185,79,386,209,180,40,201,123,170,205,277,89,438,265,455,116,64,99,229,162,46
